,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2023-08-13 00:00:00,2023-08-15 01:14:24,3.0,368.6,353.0,2688.0,0.0,0.0,7.0,1785.0,53.0,342.0
1,2023-08-13 01:00:00,2023-08-15 01:14:24,3.0,382.01,352.0,3061.0,0.0,0.0,13.0,1594.0,116.0,315.0
2,2023-08-13 02:00:00,2023-08-15 01:14:24,3.0,437.47,353.0,3394.0,0.0,0.0,145.0,836.0,18.0,314.0
3,2023-08-13 03:00:00,2023-08-15 01:14:24,3.0,505.79,352.0,3604.0,0.0,0.0,152.0,113.0,6.0,384.0
4,2023-08-13 04:00:00,2023-08-15 01:14:24,3.0,512.2,352.0,3476.0,0.0,0.0,145.0,74.0,0.0,395.0
5,2023-08-13 05:00:00,2023-08-15 01:14:24,3.0,527.06,352.0,3307.0,0.0,0.0,19.0,50.0,11.0,340.0
6,2023-08-13 06:00:00,2023-08-15 01:14:24,3.0,508.56,351.0,3611.0,0.0,0.0,142.0,73.0,38.0,414.0
7,2023-08-13 07:00:00,2023-08-15 01:14:24,3.0,518.73,351.0,3456.0,0.0,0.0,82.0,67.0,17.0,411.0
8,2023-08-13 08:00:00,2023-08-15 01:14:24,3.0,530.19,351.0,3384.0,0.0,0.0,10.0,37.0,9.0,365.0
9,2023-08-13 09:00:00,2023-08-15 01:14:24,3.0,534.2,350.0,3570.0,0.0,0.0,7.0,0.0,0.0,370.0
10,2023-08-13 10:00:00,2023-08-15 01:14:24,3.0,534.07,351.0,3597.0,0.0,0.0,7.0,0.0,0.0,372.0
11,2023-08-13 11:00:00,2023-08-15 01:14:24,3.0,536.15,352.0,3419.0,0.0,0.0,7.0,0.0,0.0,375.0
12,2023-08-13 12:00:00,2023-08-15 01:14:24,3.0,539.66,351.0,3152.0,0.0,0.0,7.0,0.0,0.0,385.0
13,2023-08-13 13:00:00,2023-08-15 01:14:24,3.0,542.57,351.0,2948.0,0.0,0.0,7.0,1.0,0.0,392.0
14,2023-08-13 14:00:00,2023-08-15 01:14:24,3.0,519.25,350.0,2484.0,0.0,0.0,7.0,212.0,0.0,395.0
15,2023-08-13 15:00:00,2023-08-15 01:14:24,3.0,391.44,350.0,1551.0,0.0,0.0,7.0,1232.0,0.0,410.0
16,2023-08-13 16:00:00,2023-08-15 01:14:24,3.0,334.7,352.0,1395.0,0.0,0.0,7.0,1857.0,0.0,418.0
17,2023-08-13 17:00:00,2023-08-15 01:14:24,3.0,327.88,350.0,1393.0,0.0,0.0,7.0,1939.0,0.0,410.0
18,2023-08-13 18:00:00,2023-08-15 01:14:24,3.0,323.69,350.0,1438.0,0.0,0.0,7.0,2010.0,0.0,397.0
19,2023-08-13 19:00:00,2023-08-15 01:14:24,3.0,337.05,351.0,1808.0,0.0,0.0,7.0,2007.0,0.0,392.0
20,2023-08-13 20:00:00,2023-08-15 01:14:24,3.0,354.62,351.0,2468.0,0.0,0.0,7.0,2022.0,1.0,380.0
21,2023-08-13 21:00:00,2023-08-15 01:14:24,3.0,376.43,352.0,2957.0,0.0,0.0,7.0,1836.0,2.0,370.0
22,2023-08-13 22:00:00,2023-08-15 01:14:24,3.0,400.17,351.0,3144.0,0.0,0.0,7.0,1506.0,2.0,362.0
23,2023-08-13 23:00:00,2023-08-15 01:14:24,3.0,451.41,352.0,3460.0,0.0,0.0,7.0,857.0,0.0,354.0
