datetime,avg_nat_gas_production_forecast
2023-06-27T00:00:00.000000000,222.67423
2023-06-27T01:00:00.000000000,221.88045
2023-06-27T02:00:00.000000000,225.33171
2023-06-27T03:00:00.000000000,222.7147
2023-06-27T04:00:00.000000000,219.07742
2023-06-27T05:00:00.000000000,215.39219
2023-06-27T06:00:00.000000000,217.42201
2023-06-27T07:00:00.000000000,216.48704
2023-06-27T08:00:00.000000000,215.47814
2023-06-27T09:00:00.000000000,215.07415
2023-06-27T10:00:00.000000000,209.06406
2023-06-27T11:00:00.000000000,203.33866
2023-06-27T12:00:00.000000000,202.32104
2023-06-27T13:00:00.000000000,193.70283
2023-06-27T14:00:00.000000000,181.33639
2023-06-27T15:00:00.000000000,180.06263
2023-06-27T16:00:00.000000000,177.11935
2023-06-27T17:00:00.000000000,180.30177
2023-06-27T18:00:00.000000000,187.91005
2023-06-27T19:00:00.000000000,192.45514
2023-06-27T20:00:00.000000000,196.27624
2023-06-27T21:00:00.000000000,207.54111
2023-06-27T22:00:00.000000000,213.93267
2023-06-27T23:00:00.000000000,218.58021
2023-06-28T00:00:00.000000000,216.32662
2023-06-28T01:00:00.000000000,215.87132
2023-06-28T02:00:00.000000000,219.02513
2023-06-28T03:00:00.000000000,216.35635
2023-06-28T04:00:00.000000000,212.52816
2023-06-28T05:00:00.000000000,208.38473
2023-06-28T06:00:00.000000000,210.06719
2023-06-28T07:00:00.000000000,209.12948
2023-06-28T08:00:00.000000000,207.71054
2023-06-28T09:00:00.000000000,206.71642
2023-06-28T10:00:00.000000000,200.41742
2023-06-28T11:00:00.000000000,194.58371
2023-06-28T12:00:00.000000000,193.52653
2023-06-28T13:00:00.000000000,185.30228
2023-06-28T14:00:00.000000000,173.59722
2023-06-28T15:00:00.000000000,172.49388
2023-06-28T16:00:00.000000000,169.96942
2023-06-28T17:00:00.000000000,173.6762
2023-06-28T18:00:00.000000000,181.58318
2023-06-28T19:00:00.000000000,186.26979
2023-06-28T20:00:00.000000000,190.29552
2023-06-28T21:00:00.000000000,201.27566
2023-06-28T22:00:00.000000000,207.73953
2023-06-28T23:00:00.000000000,212.68742
2023-06-29T00:00:00.000000000,210.64535
2023-06-29T01:00:00.000000000,210.46823
2023-06-29T02:00:00.000000000,213.41113
2023-06-29T03:00:00.000000000,210.7435
2023-06-29T04:00:00.000000000,206.81919
2023-06-29T05:00:00.000000000,202.42201
2023-06-29T06:00:00.000000000,203.94796
2023-06-29T07:00:00.000000000,203.08772
2023-06-29T08:00:00.000000000,201.41217
2023-06-29T09:00:00.000000000,200.04403
2023-06-29T10:00:00.000000000,193.61308
2023-06-29T11:00:00.000000000,187.78086
2023-06-29T12:00:00.000000000,186.71884
2023-06-29T13:00:00.000000000,178.82349
2023-06-29T14:00:00.000000000,167.64722
2023-06-29T15:00:00.000000000,166.65486
2023-06-29T16:00:00.000000000,164.43904
2023-06-29T17:00:00.000000000,168.49266
2023-06-29T18:00:00.000000000,176.55336
2023-06-29T19:00:00.000000000,181.26342
2023-06-29T20:00:00.000000000,185.37364
2023-06-29T21:00:00.000000000,196.03733
2023-06-29T22:00:00.000000000,202.48205
2023-06-29T23:00:00.000000000,207.5898
2023-06-30T00:00:00.000000000,205.70843
2023-06-30T01:00:00.000000000,205.7589
2023-06-30T02:00:00.000000000,208.55004
2023-06-30T03:00:00.000000000,205.91055
2023-06-30T04:00:00.000000000,201.94539
2023-06-30T05:00:00.000000000,197.41699
2023-06-30T06:00:00.000000000,198.89513
2023-06-30T07:00:00.000000000,198.14787
2023-06-30T08:00:00.000000000,196.31233
2023-06-30T09:00:00.000000000,194.70727
2023-06-30T10:00:00.000000000,188.23396
2023-06-30T11:00:00.000000000,182.45929
2023-06-30T12:00:00.000000000,181.41047
2023-06-30T13:00:00.000000000,173.7874
2023-06-30T14:00:00.000000000,163.03459
2023-06-30T15:00:00.000000000,162.11491
2023-06-30T16:00:00.000000000,160.12948
2023-06-30T17:00:00.000000000,164.41455
2023-06-30T18:00:00.000000000,172.54396
2023-06-30T19:00:00.000000000,177.21543
2023-06-30T20:00:00.000000000,181.34273
2023-06-30T21:00:00.000000000,191.69622
2023-06-30T22:00:00.000000000,198.07646
2023-06-30T23:00:00.000000000,203.2609
