UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass
2023-10-22 00:00:00,10004.0,1226.0,339.0,116.0,0.0,988.0,269.0
2023-10-22 01:00:00,9894.0,1238.0,340.0,116.0,0.0,1004.0,269.0
2023-10-22 02:00:00,10171.0,1236.0,340.0,116.0,0.0,1015.0,270.0
2023-10-22 03:00:00,10478.0,1235.0,341.0,116.0,0.0,1100.0,269.0
2023-10-22 04:00:00,10560.0,1228.0,343.0,115.0,0.0,1275.0,263.0
2023-10-22 05:00:00,10163.0,1215.0,344.0,121.0,42.0,1272.0,256.0
2023-10-22 06:00:00,10393.0,1230.0,333.0,137.0,232.0,1323.0,258.0
2023-10-22 07:00:00,10392.0,1229.0,321.0,143.0,658.0,1323.0,255.0
2023-10-22 08:00:00,10816.0,1225.0,328.0,134.0,1043.0,1246.0,256.0
2023-10-22 09:00:00,10743.0,1165.0,331.0,124.0,1340.0,1041.0,257.0
2023-10-22 10:00:00,10488.0,1163.0,341.0,112.0,1535.0,967.0,262.0
2023-10-22 11:00:00,10606.0,1145.0,340.0,112.0,1599.0,1040.0,264.0
2023-10-22 12:00:00,10673.0,1140.0,337.0,112.0,1245.0,1355.0,264.0
2023-10-22 13:00:00,10873.0,1178.0,344.0,112.0,842.0,1529.0,263.0
2023-10-22 14:00:00,11155.0,1219.0,344.0,152.0,448.0,1684.0,265.0
2023-10-22 15:00:00,12360.0,1387.0,335.0,187.0,127.0,1828.0,265.0
2023-10-22 16:00:00,12980.0,1480.0,338.0,193.0,9.0,2054.0,262.0
2023-10-22 17:00:00,13226.0,1526.0,337.0,189.0,0.0,2380.0,264.0
2023-10-22 18:00:00,12998.0,1469.0,335.0,185.0,0.0,2605.0,262.0
2023-10-22 19:00:00,12444.0,1367.0,334.0,180.0,0.0,2732.0,263.0
2023-10-22 20:00:00,12128.0,1269.0,336.0,140.0,0.0,2775.0,264.0
2023-10-22 21:00:00,11212.0,1201.0,336.0,135.0,0.0,2803.0,263.0
2023-10-22 22:00:00,11145.0,1230.0,337.0,136.0,0.0,2754.0,262.0
2023-10-22 23:00:00,11719.0,1239.0,335.0,136.0,0.0,2738.0,266.0
