UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast
2023-11-05 00:00:00,2024-07-17 00:00:00,3.1,6.472112847549273,282.29672068080924,279.36235139782053,0.0,0.7203688909266112,8609.96852,1602.58205,345.66256,177.81929,0.0,5151.00006,188.93923
2023-11-05 01:00:00,2024-07-17 00:00:00,3.1,7.182542818258744,282.4703803585499,279.39457173660355,0.0,0.4098101711316226,8294.18632,1626.75363,352.22306,179.32899,0.0,5249.99977,189.54676
2023-11-05 02:00:00,2024-07-17 00:00:00,3.1,7.182542818258744,282.4703803585499,279.39457173660355,0.0,0.4098101711316226,8090.9401,1613.41839,357.63764,182.5562,115.41255,5234.00022,192.27542
2023-11-05 03:00:00,2024-07-17 00:00:00,3.1,7.182542818258744,282.4703803585499,279.39457173660355,0.0,0.4098101711316226,7984.362,1602.49194,355.23025,180.23806,388.68724,5174.99993,194.51696
2023-11-05 04:00:00,2024-07-17 00:00:00,3.1,7.525784918546335,282.4076957814891,278.95007063800085,0.1225137843570543,0.7917333327364631,7966.34947,1595.01717,356.6118,189.24842,747.33139,5044.00005,194.27089
2023-11-05 05:00:00,2024-07-17 00:00:00,3.1,7.525784918546335,282.4076957814891,278.95007063800085,0.1225137843570543,0.7917333327364631,8128.54176,1575.84788,355.75966,194.68896,1303.72688,4864.99991,190.07569
2023-11-05 06:00:00,2024-07-17 00:00:00,3.1,7.525784918546335,282.4076957814891,278.95007063800085,0.1225137843570543,0.7917333327364631,8361.02229,1556.06205,356.13321,198.5149,2170.08222,4676.00018,191.62653
2023-11-05 07:00:00,2024-07-17 00:00:00,3.1,7.966775217082829,283.3857320024152,278.8997279036207,66.11196620501416,0.3235714464727676,8596.23431,1522.21655,356.86819,198.80543,3047.10084,4537.9999,188.99246
2023-11-05 08:00:00,2024-07-17 00:00:00,3.1,7.966775217082829,283.3857320024152,278.8997279036207,66.11196620501416,0.3235714464727676,8848.74585,1503.15366,357.99539,198.69107,3811.13155,3839.00013,192.41849
2023-11-05 09:00:00,2024-07-17 00:00:00,3.1,7.966775217082829,283.3857320024152,278.8997279036207,66.11196620501416,0.3235714464727676,9168.16678,1520.52752,358.18892,192.19841,4124.24212,3034.99989,191.82677
2023-11-05 10:00:00,2024-07-17 00:00:00,3.1,7.883696015279913,284.28265323266777,278.7342487188033,118.18540146370232,0.5533521608871972,9481.98045,1547.26618,351.67452,181.49379,4196.25997,2613.00006,194.21266
2023-11-05 11:00:00,2024-07-17 00:00:00,3.1,7.883696015279913,284.28265323266777,278.7342487188033,118.18540146370232,0.5533521608871972,9594.57015,1574.72394,356.23132,178.52781,4072.50624,2368.99994,197.51196
2023-11-05 12:00:00,2024-07-17 00:00:00,3.1,7.883696015279913,284.28265323266777,278.7342487188033,118.18540146370232,0.5533521608871972,9700.22766,1561.23556,357.2382,188.24312,3700.39953,2237.00002,196.21696
2023-11-05 13:00:00,2024-07-17 00:00:00,3.1,6.558239682758419,283.2323593299436,278.4605354751192,95.97762998754928,0.1652428036479583,9673.62893,1556.85552,357.94765,204.2675,3049.20127,2404.0001,197.13043
2023-11-05 14:00:00,2024-07-17 00:00:00,3.1,6.558239682758419,283.2323593299436,278.4605354751192,95.97762998754928,0.1652428036479583,9654.95029,1597.1028,357.18386,211.49175,2212.18933,2757.00005,196.67742
2023-11-05 15:00:00,2024-07-17 00:00:00,3.1,6.558239682758419,283.2323593299436,278.4605354751192,95.97762998754928,0.1652428036479583,9617.34393,1605.53935,356.19266,219.64687,1444.34462,3155.99992,192.04712
2023-11-05 16:00:00,2024-07-17 00:00:00,3.1,5.60231998443782,281.9481776732515,278.3059455361363,48.11983407040032,0.2886863419725626,9761.44653,1609.00631,353.28919,221.7297,814.53819,3538.00006,190.75314
2023-11-05 17:00:00,2024-07-17 00:00:00,3.1,5.60231998443782,281.9481776732515,278.3059455361363,48.11983407040032,0.2886863419725626,10002.90705,1596.71988,354.32258,223.6504,510.04042,3846.0,189.24229
2023-11-05 18:00:00,2024-07-17 00:00:00,3.1,5.60231998443782,281.9481776732515,278.3059455361363,48.11983407040032,0.2886863419725626,10135.30542,1581.78928,353.22783,220.27784,390.79743,4096.0001,182.32771
2023-11-05 19:00:00,2024-07-17 00:00:00,3.1,5.364022887547569,281.39553737397875,278.1284389967761,0.0,0.0942218812178647,10227.99872,1589.15389,352.29988,220.43972,347.75742,4325.00004,182.34879
2023-11-05 20:00:00,2024-07-17 00:00:00,3.1,5.364022887547569,281.39553737397875,278.1284389967761,0.0,0.0942218812178647,10277.87644,1595.96604,349.7424,215.47266,244.92425,4593.99994,187.19583
2023-11-05 21:00:00,2024-07-17 00:00:00,3.1,5.364022887547569,281.39553737397875,278.1284389967761,0.0,0.0942218812178647,10248.01191,1615.84469,350.01395,203.99793,104.46179,4881.9999,188.06853
2023-11-05 22:00:00,2024-07-17 00:00:00,3.1,5.011753753445996,280.92630766454903,277.9831699121353,0.0,0.1524687580114519,10226.29874,1603.53559,351.13471,194.48816,29.7449,5151.99997,187.23991
2023-11-05 23:00:00,2024-07-17 00:00:00,3.1,5.011753753445996,280.92630766454903,277.9831699121353,0.0,0.1524687580114519,10154.60747,1595.55605,351.67947,180.3215,0.0,5445.9999,188.90413
2023-11-06 00:00:00,2024-07-17 00:00:00,3.1,5.011753753445996,280.92630766454903,277.9831699121353,0.0,0.1524687580114519,9135.65308,1629.14405,340.81259,183.29251,0.0,5214.90898,194.29552
2023-11-06 01:00:00,2024-07-17 00:00:00,3.1,4.77325257170183,280.4646124959032,277.95537392769927,0.0,0.0132644631441726,8984.17594,1653.81358,347.2094,182.06486,0.0,5118.69976,194.86753
2023-11-06 02:00:00,2024-07-17 00:00:00,3.1,4.77325257170183,280.4646124959032,277.95537392769927,0.0,0.0132644631441726,9101.60968,1639.9892,352.49209,180.73289,120.03259,4913.29493,197.56857
2023-11-06 03:00:00,2024-07-17 00:00:00,3.1,4.77325257170183,280.4646124959032,277.95537392769927,0.0,0.0132644631441726,9274.54434,1627.92467,350.13882,174.22555,475.4072,4755.79354,199.82402
2023-11-06 04:00:00,2024-07-17 00:00:00,3.1,4.670501575809476,280.2953481318805,277.9429095391929,0.1826495343046326,0.0282558064343418,9476.41706,1618.95252,351.49311,178.71857,960.36374,4613.47091,199.54693
2023-11-06 05:00:00,2024-07-17 00:00:00,3.1,4.670501575809476,280.2953481318805,277.9429095391929,0.1826495343046326,0.0282558064343418,9850.86606,1599.26936,350.65892,180.88055,1685.54526,4478.85438,195.24476
2023-11-06 06:00:00,2024-07-17 00:00:00,3.1,4.670501575809476,280.2953481318805,277.9429095391929,0.1826495343046326,0.0282558064343418,10251.56995,1578.92845,351.02347,183.66645,2740.96029,4349.60286,196.77626
2023-11-06 07:00:00,2024-07-17 00:00:00,3.1,5.443310510827298,282.78736960128754,278.5203645058018,105.97582407325612,0.0299801622287663,10601.90405,1544.21118,351.74856,184.88819,3748.96158,4222.26401,194.06197
2023-11-06 08:00:00,2024-07-17 00:00:00,3.1,5.443310510827298,282.78736960128754,278.5203645058018,105.97582407325612,0.0299801622287663,10870.78185,1524.81623,352.83861,186.79097,4574.70859,4133.24614,197.55057
2023-11-06 09:00:00,2024-07-17 00:00:00,3.1,5.443310510827298,282.78736960128754,278.5203645058018,105.97582407325612,0.0299801622287663,11191.73224,1543.67305,353.03317,182.6587,4816.27856,3970.08553,196.92827
