UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass
2023-11-06 00:00:00,6842.0,1453.0,343.0,152.0,0.0,5264.0,186.0
2023-11-06 01:00:00,6894.0,1454.0,344.0,152.0,0.0,5471.0,184.0
2023-11-06 02:00:00,6797.0,1470.0,342.0,151.0,0.0,5731.0,186.0
2023-11-06 03:00:00,6949.0,1464.0,343.0,152.0,0.0,6091.0,187.0
2023-11-06 04:00:00,7662.0,1479.0,348.0,152.0,0.0,6395.0,188.0
2023-11-06 05:00:00,9263.0,1677.0,348.0,154.0,32.0,6718.0,189.0
2023-11-06 06:00:00,10473.0,1857.0,346.0,159.0,398.0,7046.0,196.0
2023-11-06 07:00:00,10428.0,1618.0,347.0,157.0,1401.0,7275.0,196.0
2023-11-06 08:00:00,10117.0,1569.0,346.0,156.0,2205.0,7342.0,197.0
2023-11-06 09:00:00,10069.0,1561.0,345.0,147.0,2754.0,7460.0,198.0
2023-11-06 10:00:00,10136.0,1573.0,346.0,145.0,2601.0,7442.0,220.0
2023-11-06 11:00:00,10684.0,1728.0,347.0,145.0,2424.0,7309.0,267.0
2023-11-06 12:00:00,10905.0,1879.0,344.0,150.0,2007.0,7131.0,265.0
2023-11-06 13:00:00,11164.0,1890.0,346.0,202.0,1516.0,6704.0,266.0
2023-11-06 14:00:00,11976.0,1938.0,345.0,212.0,501.0,6389.0,267.0
2023-11-06 15:00:00,12463.0,1940.0,346.0,237.0,40.0,5887.0,273.0
2023-11-06 16:00:00,12735.0,1969.0,349.0,251.0,0.0,5937.0,272.0
2023-11-06 17:00:00,12336.0,1977.0,357.0,257.0,0.0,6107.0,274.0
2023-11-06 18:00:00,12111.0,1983.0,360.0,253.0,0.0,5975.0,272.0
2023-11-06 19:00:00,11954.0,1948.0,359.0,236.0,0.0,5590.0,273.0
2023-11-06 20:00:00,11237.0,1813.0,358.0,227.0,0.0,5786.0,274.0
2023-11-06 21:00:00,10471.0,1633.0,356.0,224.0,0.0,5733.0,267.0
2023-11-06 22:00:00,10089.0,1631.0,357.0,208.0,0.0,5633.0,265.0
2023-11-06 23:00:00,9938.0,1592.0,354.0,169.0,0.0,5590.0,261.0
