UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass
2023-01-14 00:00:00,8113.0,1408.0,308.0,209.0,0.0,6482.0,182.0
2023-01-14 01:00:00,7918.0,1383.0,307.0,209.0,0.0,6605.0,177.0
2023-01-14 02:00:00,8015.0,1382.0,307.0,209.0,0.0,6490.0,178.0
2023-01-14 03:00:00,8042.0,1366.0,307.0,208.0,0.0,6423.0,177.0
2023-01-14 04:00:00,8070.0,1378.0,304.0,207.0,0.0,6254.0,177.0
2023-01-14 05:00:00,8748.0,1390.0,287.0,205.0,0.0,6118.0,176.0
2023-01-14 06:00:00,9173.0,1455.0,286.0,220.0,15.0,5835.0,175.0
2023-01-14 07:00:00,9586.0,1472.0,283.0,239.0,258.0,5358.0,169.0
2023-01-14 08:00:00,10037.0,1604.0,283.0,292.0,1036.0,4808.0,169.0
2023-01-14 09:00:00,10183.0,1590.0,284.0,308.0,1904.0,4381.0,167.0
2023-01-14 10:00:00,10102.0,1510.0,282.0,309.0,2579.0,3909.0,168.0
2023-01-14 11:00:00,10118.0,1481.0,284.0,307.0,2616.0,3668.0,166.0
2023-01-14 12:00:00,10594.0,1568.0,285.0,251.0,2100.0,3374.0,166.0
2023-01-14 13:00:00,10951.0,1590.0,285.0,248.0,1217.0,3293.0,168.0
2023-01-14 14:00:00,10930.0,1568.0,287.0,301.0,328.0,3725.0,168.0
2023-01-14 15:00:00,10937.0,1547.0,291.0,316.0,13.0,4801.0,169.0
2023-01-14 16:00:00,10486.0,1427.0,297.0,322.0,0.0,5808.0,169.0
2023-01-14 17:00:00,9840.0,1426.0,297.0,326.0,0.0,6538.0,169.0
2023-01-14 18:00:00,9267.0,1436.0,300.0,327.0,0.0,7016.0,168.0
2023-01-14 19:00:00,8897.0,1440.0,299.0,321.0,0.0,7230.0,168.0
2023-01-14 20:00:00,8410.0,1448.0,297.0,239.0,0.0,7371.0,169.0
2023-01-14 21:00:00,7732.0,1437.0,293.0,212.0,0.0,7471.0,169.0
2023-01-14 22:00:00,7070.0,1381.0,290.0,210.0,0.0,7512.0,167.0
2023-01-14 23:00:00,6980.0,1336.0,286.0,212.0,0.0,6803.0,167.0
