datetime,avg_coal_production_forecast
2023-06-27T00:00:00.000000000,4335.78594
2023-06-27T01:00:00.000000000,4218.78259
2023-06-27T02:00:00.000000000,4088.15099
2023-06-27T03:00:00.000000000,3897.94578
2023-06-27T04:00:00.000000000,3779.88952
2023-06-27T05:00:00.000000000,3518.62851
2023-06-27T06:00:00.000000000,3259.7631
2023-06-27T07:00:00.000000000,3034.78094
2023-06-27T08:00:00.000000000,2776.71926
2023-06-27T09:00:00.000000000,2577.72941
2023-06-27T10:00:00.000000000,2478.77028
2023-06-27T11:00:00.000000000,2517.13988
2023-06-27T12:00:00.000000000,2608.92311
2023-06-27T13:00:00.000000000,2730.13227
2023-06-27T14:00:00.000000000,2995.71061
2023-06-27T15:00:00.000000000,3300.8404
2023-06-27T16:00:00.000000000,3649.54482
2023-06-27T17:00:00.000000000,3949.27282
2023-06-27T18:00:00.000000000,4223.48528
2023-06-27T19:00:00.000000000,4439.47407
2023-06-27T20:00:00.000000000,4692.02062
2023-06-27T21:00:00.000000000,4783.219
2023-06-27T22:00:00.000000000,4768.38082
2023-06-27T23:00:00.000000000,4722.84999
2023-06-28T00:00:00.000000000,4775.67968
2023-06-28T01:00:00.000000000,4669.02617
2023-06-28T02:00:00.000000000,4549.00483
2023-06-28T03:00:00.000000000,4358.62371
2023-06-28T04:00:00.000000000,4235.06611
2023-06-28T05:00:00.000000000,3944.16862
2023-06-28T06:00:00.000000000,3656.10415
2023-06-28T07:00:00.000000000,3391.74972
2023-06-28T08:00:00.000000000,3083.48208
2023-06-28T09:00:00.000000000,2838.58747
2023-06-28T10:00:00.000000000,2705.08098
2023-06-28T11:00:00.000000000,2720.08909
2023-06-28T12:00:00.000000000,2791.48853
2023-06-28T13:00:00.000000000,2899.48964
2023-06-28T14:00:00.000000000,3169.00938
2023-06-28T15:00:00.000000000,3490.91867
2023-06-28T16:00:00.000000000,3868.97267
2023-06-28T17:00:00.000000000,4195.02974
2023-06-28T18:00:00.000000000,4502.16105
2023-06-28T19:00:00.000000000,4756.45543
2023-06-28T20:00:00.000000000,5051.29286
2023-06-28T21:00:00.000000000,5175.42715
2023-06-28T22:00:00.000000000,5183.80249
2023-06-28T23:00:00.000000000,5158.35114
2023-06-29T00:00:00.000000000,5242.89953
2023-06-29T01:00:00.000000000,5141.71835
2023-06-29T02:00:00.000000000,5027.03442
2023-06-29T03:00:00.000000000,4831.26439
2023-06-29T04:00:00.000000000,4698.45663
2023-06-29T05:00:00.000000000,4372.3176
2023-06-29T06:00:00.000000000,4050.22043
2023-06-29T07:00:00.000000000,3743.273
2023-06-29T08:00:00.000000000,3381.69873
2023-06-29T09:00:00.000000000,3089.26071
2023-06-29T10:00:00.000000000,2921.98919
2023-06-29T11:00:00.000000000,2917.59298
2023-06-29T12:00:00.000000000,2974.87147
2023-06-29T13:00:00.000000000,3076.46775
2023-06-29T14:00:00.000000000,3358.61941
2023-06-29T15:00:00.000000000,3706.90129
2023-06-29T16:00:00.000000000,4123.02042
2023-06-29T17:00:00.000000000,4482.3351
2023-06-29T18:00:00.000000000,4827.92107
2023-06-29T19:00:00.000000000,5123.90244
2023-06-29T20:00:00.000000000,5463.14961
2023-06-29T21:00:00.000000000,5618.15462
2023-06-29T22:00:00.000000000,5645.49088
2023-06-29T23:00:00.000000000,5634.72285
2023-06-30T00:00:00.000000000,5751.36098
2023-06-30T01:00:00.000000000,5652.51736
2023-06-30T02:00:00.000000000,5539.94359
2023-06-30T03:00:00.000000000,5335.23677
2023-06-30T04:00:00.000000000,5190.71435
2023-06-30T05:00:00.000000000,4824.84688
2023-06-30T06:00:00.000000000,4464.70054
2023-06-30T07:00:00.000000000,4111.86177
2023-06-30T08:00:00.000000000,3693.33761
2023-06-30T09:00:00.000000000,3350.76091
2023-06-30T10:00:00.000000000,3148.91974
2023-06-30T11:00:00.000000000,3126.63961
2023-06-30T12:00:00.000000000,3172.80134
2023-06-30T13:00:00.000000000,3271.70735
2023-06-30T14:00:00.000000000,3572.10415
2023-06-30T15:00:00.000000000,3953.27805
2023-06-30T16:00:00.000000000,4413.98319
2023-06-30T17:00:00.000000000,4811.95056
2023-06-30T18:00:00.000000000,5200.69679
2023-06-30T19:00:00.000000000,5541.95328
2023-06-30T20:00:00.000000000,5928.63542
2023-06-30T21:00:00.000000000,6114.3055
2023-06-30T22:00:00.000000000,6158.63508
2023-06-30T23:00:00.000000000,6159.82835
