datetime,avg_nuclear_production_forecast
2023-06-27T00:00:00.000000000,6371.02874
2023-06-27T01:00:00.000000000,6375.96591
2023-06-27T02:00:00.000000000,6379.87997
2023-06-27T03:00:00.000000000,6384.08326
2023-06-27T04:00:00.000000000,6386.80221
2023-06-27T05:00:00.000000000,6388.97377
2023-06-27T06:00:00.000000000,6391.44235
2023-06-27T07:00:00.000000000,6396.3292
2023-06-27T08:00:00.000000000,6404.2438
2023-06-27T09:00:00.000000000,6410.90628
2023-06-27T10:00:00.000000000,6416.07104
2023-06-27T11:00:00.000000000,6420.05932
2023-06-27T12:00:00.000000000,6427.29833
2023-06-27T13:00:00.000000000,6431.80835
2023-06-27T14:00:00.000000000,6438.65653
2023-06-27T15:00:00.000000000,6442.76935
2023-06-27T16:00:00.000000000,6447.52337
2023-06-27T17:00:00.000000000,6451.58332
2023-06-27T18:00:00.000000000,6449.02077
2023-06-27T19:00:00.000000000,6444.07627
2023-06-27T20:00:00.000000000,6442.78369
2023-06-27T21:00:00.000000000,6440.67949
2023-06-27T22:00:00.000000000,6442.3532
2023-06-27T23:00:00.000000000,6444.97738
2023-06-28T00:00:00.000000000,6420.72456
2023-06-28T01:00:00.000000000,6425.71891
2023-06-28T02:00:00.000000000,6429.54219
2023-06-28T03:00:00.000000000,6433.6187
2023-06-28T04:00:00.000000000,6436.19861
2023-06-28T05:00:00.000000000,6438.19403
2023-06-28T06:00:00.000000000,6440.4957
2023-06-28T07:00:00.000000000,6445.24622
2023-06-28T08:00:00.000000000,6453.08868
2023-06-28T09:00:00.000000000,6459.68076
2023-06-28T10:00:00.000000000,6464.79997
2023-06-28T11:00:00.000000000,6468.66593
2023-06-28T12:00:00.000000000,6475.77928
2023-06-28T13:00:00.000000000,6480.2264
2023-06-28T14:00:00.000000000,6486.99208
2023-06-28T15:00:00.000000000,6490.93067
2023-06-28T16:00:00.000000000,6495.6565
2023-06-28T17:00:00.000000000,6499.65242
2023-06-28T18:00:00.000000000,6496.9701
2023-06-28T19:00:00.000000000,6491.82684
2023-06-28T20:00:00.000000000,6490.35604
2023-06-28T21:00:00.000000000,6488.12046
2023-06-28T22:00:00.000000000,6489.76056
2023-06-28T23:00:00.000000000,6492.38156
2023-06-29T00:00:00.000000000,6467.66034
2023-06-29T01:00:00.000000000,6472.70884
2023-06-29T02:00:00.000000000,6476.44628
2023-06-29T03:00:00.000000000,6480.40334
2023-06-29T04:00:00.000000000,6482.85154
2023-06-29T05:00:00.000000000,6484.68069
2023-06-29T06:00:00.000000000,6486.82485
2023-06-29T07:00:00.000000000,6491.44636
2023-06-29T08:00:00.000000000,6499.22066
2023-06-29T09:00:00.000000000,6505.74632
2023-06-29T10:00:00.000000000,6510.82269
2023-06-29T11:00:00.000000000,6514.57335
2023-06-29T12:00:00.000000000,6521.56757
2023-06-29T13:00:00.000000000,6525.95528
2023-06-29T14:00:00.000000000,6532.6434
2023-06-29T15:00:00.000000000,6536.41699
2023-06-29T16:00:00.000000000,6541.11638
2023-06-29T17:00:00.000000000,6545.05195
2023-06-29T18:00:00.000000000,6542.25639
2023-06-29T19:00:00.000000000,6536.9252
2023-06-29T20:00:00.000000000,6535.28622
2023-06-29T21:00:00.000000000,6532.92657
2023-06-29T22:00:00.000000000,6534.53497
2023-06-29T23:00:00.000000000,6537.15279
2023-06-30T00:00:00.000000000,6511.9799
2023-06-30T01:00:00.000000000,6517.07936
2023-06-30T02:00:00.000000000,6520.73558
2023-06-30T03:00:00.000000000,6524.57988
2023-06-30T04:00:00.000000000,6526.90402
2023-06-30T05:00:00.000000000,6528.57613
2023-06-30T06:00:00.000000000,6530.57154
2023-06-30T07:00:00.000000000,6535.07106
2023-06-30T08:00:00.000000000,6542.78133
2023-06-30T09:00:00.000000000,6549.24424
2023-06-30T10:00:00.000000000,6554.27968
2023-06-30T11:00:00.000000000,6557.92172
2023-06-30T12:00:00.000000000,6564.80366
2023-06-30T13:00:00.000000000,6569.13515
2023-06-30T14:00:00.000000000,6575.74969
2023-06-30T15:00:00.000000000,6579.36784
2023-06-30T16:00:00.000000000,6584.04223
2023-06-30T17:00:00.000000000,6587.92061
2023-06-30T18:00:00.000000000,6585.01835
2023-06-30T19:00:00.000000000,6579.50974
2023-06-30T20:00:00.000000000,6577.71182
2023-06-30T21:00:00.000000000,6575.23511
2023-06-30T22:00:00.000000000,6576.81357
2023-06-30T23:00:00.000000000,6579.42852
