Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
36384,2023-02-25 00:00:00,2024-07-17 00:00:00,3.1,293.12,305.0,80.0
36385,2023-02-25 01:00:00,2024-07-17 00:00:00,3.1,355.2,408.0,17.0
36386,2023-02-25 02:00:00,2024-07-17 00:00:00,3.1,369.21,465.0,1.0
36387,2023-02-25 03:00:00,2024-07-17 00:00:00,3.1,370.0,466.0,0.0
36388,2023-02-25 04:00:00,2024-07-17 00:00:00,3.1,370.0,453.0,0.0
36389,2023-02-25 05:00:00,2024-07-17 00:00:00,3.1,370.0,431.0,0.0
36390,2023-02-25 06:00:00,2024-07-17 00:00:00,3.1,370.0,410.0,0.0
36391,2023-02-25 07:00:00,2024-07-17 00:00:00,3.1,370.0,447.0,0.0
36392,2023-02-25 08:00:00,2024-07-17 00:00:00,3.1,370.0,400.0,0.0
36393,2023-02-25 09:00:00,2024-07-17 00:00:00,3.1,370.0,400.0,0.0
36394,2023-02-25 10:00:00,2024-07-17 00:00:00,3.1,370.0,391.0,0.0
36395,2023-02-25 11:00:00,2024-07-17 00:00:00,3.1,370.0,382.0,0.0
36396,2023-02-25 12:00:00,2024-07-17 00:00:00,3.1,370.0,376.0,0.0
36397,2023-02-25 13:00:00,2024-07-17 00:00:00,3.1,370.0,365.0,0.0
36398,2023-02-25 14:00:00,2024-07-17 00:00:00,3.1,370.0,391.0,0.0
36399,2023-02-25 15:00:00,2024-07-17 00:00:00,3.1,359.52,343.0,10.0
36400,2023-02-25 16:00:00,2024-07-17 00:00:00,3.1,330.62,319.0,38.0
36401,2023-02-25 17:00:00,2024-07-17 00:00:00,3.1,314.6,301.0,53.0
36402,2023-02-25 18:00:00,2024-07-17 00:00:00,3.1,297.7,280.0,68.0
36403,2023-02-25 19:00:00,2024-07-17 00:00:00,3.1,291.58,264.0,71.0
36404,2023-02-25 20:00:00,2024-07-17 00:00:00,3.1,309.29,270.0,53.0
36405,2023-02-25 21:00:00,2024-07-17 00:00:00,3.1,321.26,290.0,44.0
36406,2023-02-25 22:00:00,2024-07-17 00:00:00,3.1,306.01,263.0,55.0
36407,2023-02-25 23:00:00,2024-07-17 00:00:00,3.1,278.06,248.0,82.0
