UTC time,creation_time (UTC),version,nat_gas,solar
2023-09-04 00:00:00,2023-09-06 23:37:32,3.0,948.0,154.0
2023-09-04 01:00:00,2023-09-06 23:37:32,3.0,1030.0,33.0
2023-09-04 02:00:00,2023-09-06 23:37:32,3.0,1037.0,1.0
2023-09-04 03:00:00,2023-09-06 23:37:32,3.0,1037.0,0.0
2023-09-04 04:00:00,2023-09-06 23:37:32,3.0,952.0,0.0
2023-09-04 05:00:00,2023-09-06 23:37:32,3.0,876.0,0.0
2023-09-04 06:00:00,2023-09-06 23:37:32,3.0,832.0,0.0
2023-09-04 07:00:00,2023-09-06 23:37:32,3.0,746.0,0.0
2023-09-04 08:00:00,2023-09-06 23:37:32,3.0,644.0,0.0
2023-09-04 09:00:00,2023-09-06 23:37:32,3.0,545.0,0.0
2023-09-04 10:00:00,2023-09-06 23:37:32,3.0,475.0,0.0
2023-09-04 11:00:00,2023-09-06 23:37:32,3.0,516.0,0.0
2023-09-04 12:00:00,2023-09-06 23:37:32,3.0,516.0,0.0
2023-09-04 13:00:00,2023-09-06 23:37:32,3.0,518.0,0.0
2023-09-04 14:00:00,2023-09-06 23:37:32,3.0,465.0,61.0
2023-09-04 15:00:00,2023-09-06 23:37:32,3.0,388.0,174.0
2023-09-04 16:00:00,2023-09-06 23:37:32,3.0,331.0,189.0
2023-09-04 17:00:00,2023-09-06 23:37:32,3.0,365.0,194.0
2023-09-04 18:00:00,2023-09-06 23:37:32,3.0,518.0,197.0
2023-09-04 19:00:00,2023-09-06 23:37:32,3.0,625.0,195.0
2023-09-04 20:00:00,2023-09-06 23:37:32,3.0,650.0,196.0
2023-09-04 21:00:00,2023-09-06 23:37:32,3.0,738.0,192.0
2023-09-04 22:00:00,2023-09-06 23:37:32,3.0,804.0,193.0
2023-09-04 23:00:00,2023-09-06 23:37:32,3.0,910.0,189.0
