Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
39744,2023-07-15 00:00:00,2024-07-17 00:00:00,3.1,442.17,1121.0,135.0
39745,2023-07-15 01:00:00,2024-07-17 00:00:00,3.1,466.46,1110.0,62.0
39746,2023-07-15 02:00:00,2024-07-17 00:00:00,3.1,476.53,1089.0,34.0
39747,2023-07-15 03:00:00,2024-07-17 00:00:00,3.1,477.62,1048.0,30.0
39748,2023-07-15 04:00:00,2024-07-17 00:00:00,3.1,483.39,1061.0,16.0
39749,2023-07-15 05:00:00,2024-07-17 00:00:00,3.1,487.44,1037.0,6.0
39750,2023-07-15 06:00:00,2024-07-17 00:00:00,3.1,489.16,1062.0,2.0
39751,2023-07-15 07:00:00,2024-07-17 00:00:00,3.1,490.0,1023.0,0.0
39752,2023-07-15 08:00:00,2024-07-17 00:00:00,3.1,490.0,950.0,0.0
39753,2023-07-15 09:00:00,2024-07-17 00:00:00,3.1,490.0,948.0,0.0
39754,2023-07-15 10:00:00,2024-07-17 00:00:00,3.1,490.0,880.0,0.0
39755,2023-07-15 11:00:00,2024-07-17 00:00:00,3.1,490.0,850.0,0.0
39756,2023-07-15 12:00:00,2024-07-17 00:00:00,3.1,490.0,847.0,0.0
39757,2023-07-15 13:00:00,2024-07-17 00:00:00,3.1,488.37,814.0,3.0
39758,2023-07-15 14:00:00,2024-07-17 00:00:00,3.1,469.69,711.0,34.0
39759,2023-07-15 15:00:00,2024-07-17 00:00:00,3.1,429.08,662.0,105.0
39760,2023-07-15 16:00:00,2024-07-17 00:00:00,3.1,413.17,690.0,144.0
39761,2023-07-15 17:00:00,2024-07-17 00:00:00,3.1,382.86,760.0,241.0
39762,2023-07-15 18:00:00,2024-07-17 00:00:00,3.1,411.37,890.0,191.0
39763,2023-07-15 19:00:00,2024-07-17 00:00:00,3.1,424.28,958.0,166.0
39764,2023-07-15 20:00:00,2024-07-17 00:00:00,3.1,418.74,944.0,180.0
39765,2023-07-15 21:00:00,2024-07-17 00:00:00,3.1,421.47,912.0,166.0
39766,2023-07-15 22:00:00,2024-07-17 00:00:00,3.1,422.6,902.0,161.0
39767,2023-07-15 23:00:00,2024-07-17 00:00:00,3.1,435.06,1001.0,141.0
