,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
0,2023-08-15 00:00:00,2023-08-18 21:41:24,3.0,428.66,1007.0,161.0
1,2023-08-15 01:00:00,2023-08-18 21:41:24,3.0,446.71,1030.0,111.0
2,2023-08-15 02:00:00,2023-08-18 21:41:24,3.0,467.92,1015.0,53.0
3,2023-08-15 03:00:00,2023-08-18 21:41:24,3.0,470.17,965.0,45.0
4,2023-08-15 04:00:00,2023-08-18 21:41:24,3.0,475.05,892.0,31.0
5,2023-08-15 05:00:00,2023-08-18 21:41:24,3.0,486.73,811.0,6.0
6,2023-08-15 06:00:00,2023-08-18 21:41:24,3.0,490.0,720.0,0.0
7,2023-08-15 07:00:00,2023-08-18 21:41:24,3.0,490.0,661.0,0.0
8,2023-08-15 08:00:00,2023-08-18 21:41:24,3.0,490.0,649.0,0.0
9,2023-08-15 09:00:00,2023-08-18 21:41:24,3.0,490.0,629.0,0.0
10,2023-08-15 10:00:00,2023-08-18 21:41:24,3.0,490.0,570.0,0.0
11,2023-08-15 11:00:00,2023-08-18 21:41:24,3.0,489.21,563.0,1.0
12,2023-08-15 12:00:00,2023-08-18 21:41:24,3.0,489.21,561.0,1.0
13,2023-08-15 13:00:00,2023-08-18 21:41:24,3.0,488.4,555.0,2.0
14,2023-08-15 14:00:00,2023-08-18 21:41:24,3.0,442.1,572.0,69.0
15,2023-08-15 15:00:00,2023-08-18 21:41:24,3.0,388.27,577.0,171.0
16,2023-08-15 16:00:00,2023-08-18 21:41:24,3.0,364.5,639.0,251.0
17,2023-08-15 17:00:00,2023-08-18 21:41:24,3.0,369.49,692.0,257.0
18,2023-08-15 18:00:00,2023-08-18 21:41:24,3.0,369.62,720.0,267.0
19,2023-08-15 19:00:00,2023-08-18 21:41:24,3.0,375.64,743.0,257.0
20,2023-08-15 20:00:00,2023-08-18 21:41:24,3.0,399.71,825.0,210.0
21,2023-08-15 21:00:00,2023-08-18 21:41:24,3.0,407.11,865.0,198.0
22,2023-08-15 22:00:00,2023-08-18 21:41:24,3.0,417.61,978.0,190.0
23,2023-08-15 23:00:00,2023-08-18 21:41:24,3.0,417.8,981.0,190.0
