UTC time,nat_gas,solar
2023-09-07 00:00:00,1081.0,178.0
2023-09-07 01:00:00,1121.0,95.0
2023-09-07 02:00:00,1121.0,3.0
2023-09-07 03:00:00,1108.0,0.0
2023-09-07 04:00:00,1020.0,0.0
2023-09-07 05:00:00,1011.0,0.0
2023-09-07 06:00:00,962.0,0.0
2023-09-07 07:00:00,928.0,0.0
2023-09-07 08:00:00,836.0,0.0
2023-09-07 09:00:00,719.0,0.0
2023-09-07 10:00:00,667.0,0.0
2023-09-07 11:00:00,531.0,0.0
2023-09-07 12:00:00,544.0,0.0
2023-09-07 13:00:00,573.0,0.0
2023-09-07 14:00:00,559.0,60.0
2023-09-07 15:00:00,544.0,178.0
2023-09-07 16:00:00,474.0,195.0
2023-09-07 17:00:00,534.0,199.0
2023-09-07 18:00:00,714.0,202.0
2023-09-07 19:00:00,835.0,199.0
2023-09-07 20:00:00,892.0,199.0
2023-09-07 21:00:00,991.0,197.0
2023-09-07 22:00:00,1139.0,178.0
2023-09-07 23:00:00,1142.0,165.0
