UTC time,nat_gas,solar
2023-09-22 00:00:00,747.0,119.0
2023-09-22 01:00:00,1054.0,29.0
2023-09-22 02:00:00,1064.0,0.0
2023-09-22 03:00:00,1058.0,0.0
2023-09-22 04:00:00,1015.0,0.0
2023-09-22 05:00:00,985.0,0.0
2023-09-22 06:00:00,962.0,0.0
2023-09-22 07:00:00,840.0,0.0
2023-09-22 08:00:00,751.0,0.0
2023-09-22 09:00:00,569.0,0.0
2023-09-22 10:00:00,582.0,0.0
2023-09-22 11:00:00,594.0,0.0
2023-09-22 12:00:00,598.0,0.0
2023-09-22 13:00:00,598.0,0.0
2023-09-22 14:00:00,627.0,38.0
2023-09-22 15:00:00,577.0,168.0
2023-09-22 16:00:00,520.0,195.0
2023-09-22 17:00:00,424.0,199.0
2023-09-22 18:00:00,544.0,201.0
2023-09-22 19:00:00,584.0,234.0
2023-09-22 20:00:00,630.0,198.0
2023-09-22 21:00:00,864.0,197.0
2023-09-22 22:00:00,987.0,196.0
2023-09-22 23:00:00,1083.0,192.0
