,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
0,2023-08-31 00:00:00,2023-09-03 15:38:40,3.0,313.1,1018.0,185.0
1,2023-08-31 01:00:00,2023-09-03 15:38:40,3.0,332.42,1035.0,117.0
2,2023-08-31 02:00:00,2023-09-03 15:38:40,3.0,352.2,1029.0,52.0
3,2023-08-31 03:00:00,2023-09-03 15:38:40,3.0,353.94,1014.0,46.0
4,2023-08-31 04:00:00,2023-09-03 15:38:40,3.0,360.09,981.0,27.0
5,2023-08-31 05:00:00,2023-09-03 15:38:40,3.0,366.61,865.0,8.0
6,2023-08-31 06:00:00,2023-09-03 15:38:40,3.0,369.56,835.0,1.0
7,2023-08-31 07:00:00,2023-09-03 15:38:40,3.0,370.0,647.0,0.0
8,2023-08-31 08:00:00,2023-09-03 15:38:40,3.0,370.0,735.0,0.0
9,2023-08-31 09:00:00,2023-09-03 15:38:40,3.0,370.0,639.0,0.0
10,2023-08-31 10:00:00,2023-09-03 15:38:40,3.0,370.0,557.0,0.0
11,2023-08-31 11:00:00,2023-09-03 15:38:40,3.0,370.0,557.0,0.0
12,2023-08-31 12:00:00,2023-09-03 15:38:40,3.0,370.0,558.0,0.0
13,2023-08-31 13:00:00,2023-09-03 15:38:40,3.0,370.0,566.0,0.0
14,2023-08-31 14:00:00,2023-09-03 15:38:40,3.0,327.21,543.0,71.0
15,2023-08-31 15:00:00,2023-09-03 15:38:40,3.0,275.7,535.0,183.0
16,2023-08-31 16:00:00,2023-09-03 15:38:40,3.0,250.92,531.0,252.0
17,2023-08-31 17:00:00,2023-09-03 15:38:40,3.0,243.6,503.0,261.0
18,2023-08-31 18:00:00,2023-09-03 15:38:40,3.0,260.81,621.0,260.0
19,2023-08-31 19:00:00,2023-09-03 15:38:40,3.0,275.86,715.0,244.0
20,2023-08-31 20:00:00,2023-09-03 15:38:40,3.0,287.53,788.0,226.0
21,2023-08-31 21:00:00,2023-09-03 15:38:40,3.0,302.85,911.0,202.0
22,2023-08-31 22:00:00,2023-09-03 15:38:40,3.0,310.14,1057.0,204.0
23,2023-08-31 23:00:00,2023-09-03 15:38:40,3.0,308.0,1063.0,214.0
