,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
0,2023-08-29 00:00:00,2023-09-02 20:46:35,3.0,325.64,1079.0,147.0
1,2023-08-29 01:00:00,2023-09-02 20:46:35,3.0,342.97,1091.0,86.0
2,2023-08-29 02:00:00,2023-09-02 20:46:35,3.0,358.65,1106.0,35.0
3,2023-08-29 03:00:00,2023-09-02 20:46:35,3.0,364.18,1063.0,17.0
4,2023-08-29 04:00:00,2023-09-02 20:46:35,3.0,367.21,1054.0,8.0
5,2023-08-29 05:00:00,2023-09-02 20:46:35,3.0,368.52,997.0,4.0
6,2023-08-29 06:00:00,2023-09-02 20:46:35,3.0,368.37,904.0,4.0
7,2023-08-29 07:00:00,2023-09-02 20:46:35,3.0,368.26,846.0,4.0
8,2023-08-29 08:00:00,2023-09-02 20:46:35,3.0,370.0,878.0,0.0
9,2023-08-29 09:00:00,2023-09-02 20:46:35,3.0,370.0,828.0,0.0
10,2023-08-29 10:00:00,2023-09-02 20:46:35,3.0,370.0,842.0,0.0
11,2023-08-29 11:00:00,2023-09-02 20:46:35,3.0,370.0,842.0,0.0
12,2023-08-29 12:00:00,2023-09-02 20:46:35,3.0,370.0,828.0,0.0
13,2023-08-29 13:00:00,2023-09-02 20:46:35,3.0,369.58,875.0,1.0
14,2023-08-29 14:00:00,2023-09-02 20:46:35,3.0,349.63,635.0,37.0
15,2023-08-29 15:00:00,2023-09-02 20:46:35,3.0,282.03,545.0,170.0
16,2023-08-29 16:00:00,2023-09-02 20:46:35,3.0,251.56,531.0,250.0
17,2023-08-29 17:00:00,2023-09-02 20:46:35,3.0,258.79,612.0,263.0
18,2023-08-29 18:00:00,2023-09-02 20:46:35,3.0,277.5,753.0,251.0
19,2023-08-29 19:00:00,2023-09-02 20:46:35,3.0,281.97,868.0,271.0
20,2023-08-29 20:00:00,2023-09-02 20:46:35,3.0,310.68,969.0,185.0
21,2023-08-29 21:00:00,2023-09-02 20:46:35,3.0,314.47,991.0,175.0
22,2023-08-29 22:00:00,2023-09-02 20:46:35,3.0,314.39,978.0,173.0
23,2023-08-29 23:00:00,2023-09-02 20:46:35,3.0,311.66,983.0,184.0
