UTC time,nat_gas,solar
2023-03-31 00:00:00,407.0,71.0
2023-03-31 01:00:00,490.0,29.0
2023-03-31 02:00:00,524.0,2.0
2023-03-31 03:00:00,520.0,0.0
2023-03-31 04:00:00,479.0,0.0
2023-03-31 05:00:00,407.0,0.0
2023-03-31 06:00:00,385.0,0.0
2023-03-31 07:00:00,396.0,0.0
2023-03-31 08:00:00,369.0,0.0
2023-03-31 09:00:00,356.0,0.0
2023-03-31 10:00:00,347.0,0.0
2023-03-31 11:00:00,358.0,0.0
2023-03-31 12:00:00,348.0,0.0
2023-03-31 13:00:00,418.0,0.0
2023-03-31 14:00:00,425.0,28.0
2023-03-31 15:00:00,365.0,95.0
2023-03-31 16:00:00,340.0,109.0
2023-03-31 17:00:00,249.0,136.0
2023-03-31 18:00:00,235.0,137.0
2023-03-31 19:00:00,227.0,136.0
2023-03-31 20:00:00,227.0,137.0
2023-03-31 21:00:00,229.0,137.0
2023-03-31 22:00:00,252.0,135.0
2023-03-31 23:00:00,283.0,130.0
