Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
40344,2023-08-09 00:00:00,2024-07-17 00:00:00,3.1,417.24,885.0,173.0
40345,2023-08-09 01:00:00,2024-07-17 00:00:00,3.1,440.8,885.0,110.0
40346,2023-08-09 02:00:00,2024-07-17 00:00:00,3.1,480.69,889.0,19.0
40347,2023-08-09 03:00:00,2024-07-17 00:00:00,3.1,490.0,842.0,0.0
40348,2023-08-09 04:00:00,2024-07-17 00:00:00,3.1,490.0,871.0,0.0
40349,2023-08-09 05:00:00,2024-07-17 00:00:00,3.1,490.0,830.0,0.0
40350,2023-08-09 06:00:00,2024-07-17 00:00:00,3.1,490.0,694.0,0.0
40351,2023-08-09 07:00:00,2024-07-17 00:00:00,3.1,490.0,608.0,0.0
40352,2023-08-09 08:00:00,2024-07-17 00:00:00,3.1,490.0,794.0,0.0
40353,2023-08-09 09:00:00,2024-07-17 00:00:00,3.1,490.0,730.0,0.0
40354,2023-08-09 10:00:00,2024-07-17 00:00:00,3.1,490.0,703.0,0.0
40355,2023-08-09 11:00:00,2024-07-17 00:00:00,3.1,490.0,682.0,0.0
40356,2023-08-09 12:00:00,2024-07-17 00:00:00,3.1,490.0,693.0,0.0
40357,2023-08-09 13:00:00,2024-07-17 00:00:00,3.1,488.03,674.0,3.0
40358,2023-08-09 14:00:00,2024-07-17 00:00:00,3.1,427.47,575.0,94.0
40359,2023-08-09 15:00:00,2024-07-17 00:00:00,3.1,387.88,601.0,179.0
40360,2023-08-09 16:00:00,2024-07-17 00:00:00,3.1,363.39,601.0,239.0
40361,2023-08-09 17:00:00,2024-07-17 00:00:00,3.1,368.64,664.0,249.0
40362,2023-08-09 18:00:00,2024-07-17 00:00:00,3.1,379.18,784.0,260.0
40363,2023-08-09 19:00:00,2024-07-17 00:00:00,3.1,388.79,856.0,252.0
40364,2023-08-09 20:00:00,2024-07-17 00:00:00,3.1,394.07,866.0,238.0
40365,2023-08-09 21:00:00,2024-07-17 00:00:00,3.1,405.11,946.0,223.0
40366,2023-08-09 22:00:00,2024-07-17 00:00:00,3.1,415.24,1040.0,210.0
40367,2023-08-09 23:00:00,2024-07-17 00:00:00,3.1,412.37,1060.0,224.0
