UTC time,nat_gas,solar
2023-09-02 00:00:00,1057.0,173.0
2023-09-02 01:00:00,1049.0,45.0
2023-09-02 02:00:00,1046.0,2.0
2023-09-02 03:00:00,994.0,0.0
2023-09-02 04:00:00,976.0,0.0
2023-09-02 05:00:00,778.0,0.0
2023-09-02 06:00:00,773.0,0.0
2023-09-02 07:00:00,757.0,0.0
2023-09-02 08:00:00,707.0,0.0
2023-09-02 09:00:00,606.0,0.0
2023-09-02 10:00:00,541.0,0.0
2023-09-02 11:00:00,552.0,0.0
2023-09-02 12:00:00,554.0,0.0
2023-09-02 13:00:00,550.0,0.0
2023-09-02 14:00:00,479.0,70.0
2023-09-02 15:00:00,474.0,179.0
2023-09-02 16:00:00,478.0,195.0
2023-09-02 17:00:00,496.0,192.0
2023-09-02 18:00:00,541.0,207.0
2023-09-02 19:00:00,687.0,199.0
2023-09-02 20:00:00,778.0,201.0
2023-09-02 21:00:00,871.0,200.0
2023-09-02 22:00:00,1056.0,194.0
2023-09-02 23:00:00,1112.0,189.0
