UTC time,creation_time (UTC),version,nat_gas,solar
2023-08-16 00:00:00,2023-08-18 21:54:43,3.0,970.0,172.0
2023-08-16 01:00:00,2023-08-18 21:54:43,3.0,989.0,134.0
2023-08-16 02:00:00,2023-08-18 21:54:43,3.0,987.0,62.0
2023-08-16 03:00:00,2023-08-18 21:54:43,3.0,992.0,44.0
2023-08-16 04:00:00,2023-08-18 21:54:43,3.0,977.0,30.0
2023-08-16 05:00:00,2023-08-18 21:54:43,3.0,977.0,6.0
2023-08-16 06:00:00,2023-08-18 21:54:43,3.0,907.0,0.0
2023-08-16 07:00:00,2023-08-18 21:54:43,3.0,852.0,0.0
2023-08-16 08:00:00,2023-08-18 21:54:43,3.0,785.0,0.0
2023-08-16 09:00:00,2023-08-18 21:54:43,3.0,736.0,0.0
2023-08-16 10:00:00,2023-08-18 21:54:43,3.0,722.0,0.0
2023-08-16 11:00:00,2023-08-18 21:54:43,3.0,718.0,0.0
2023-08-16 12:00:00,2023-08-18 21:54:43,3.0,737.0,0.0
2023-08-16 13:00:00,2023-08-18 21:54:43,3.0,778.0,1.0
2023-08-16 14:00:00,2023-08-18 21:54:43,3.0,629.0,90.0
2023-08-16 15:00:00,2023-08-18 21:54:43,3.0,459.0,148.0
2023-08-16 16:00:00,2023-08-18 21:54:43,3.0,619.0,254.0
2023-08-16 17:00:00,2023-08-18 21:54:43,3.0,674.0,259.0
2023-08-16 18:00:00,2023-08-18 21:54:43,3.0,706.0,280.0
2023-08-16 19:00:00,2023-08-18 21:54:43,3.0,817.0,239.0
2023-08-16 20:00:00,2023-08-18 21:54:43,3.0,907.0,225.0
2023-08-16 21:00:00,2023-08-18 21:54:43,3.0,931.0,197.0
2023-08-16 22:00:00,2023-08-18 21:54:43,3.0,978.0,202.0
2023-08-16 23:00:00,2023-08-18 21:54:43,3.0,996.0,196.0
