Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
38040,2023-05-05 00:00:00,2024-07-17 00:00:00,3.1,385.29,598.0,184.0
38041,2023-05-05 01:00:00,2024-07-17 00:00:00,3.1,416.58,663.0,131.0
38042,2023-05-05 02:00:00,2024-07-17 00:00:00,3.1,479.7,844.0,20.0
38043,2023-05-05 03:00:00,2024-07-17 00:00:00,3.1,490.0,881.0,0.0
38044,2023-05-05 04:00:00,2024-07-17 00:00:00,3.1,490.0,866.0,0.0
38045,2023-05-05 05:00:00,2024-07-17 00:00:00,3.1,490.0,717.0,0.0
38046,2023-05-05 06:00:00,2024-07-17 00:00:00,3.1,490.0,652.0,0.0
38047,2023-05-05 07:00:00,2024-07-17 00:00:00,3.1,490.0,536.0,0.0
38048,2023-05-05 08:00:00,2024-07-17 00:00:00,3.1,490.0,641.0,0.0
38049,2023-05-05 09:00:00,2024-07-17 00:00:00,3.1,490.0,557.0,0.0
38050,2023-05-05 10:00:00,2024-07-17 00:00:00,3.1,490.0,484.0,0.0
38051,2023-05-05 11:00:00,2024-07-17 00:00:00,3.1,490.0,388.0,0.0
38052,2023-05-05 12:00:00,2024-07-17 00:00:00,3.1,490.0,464.0,0.0
38053,2023-05-05 13:00:00,2024-07-17 00:00:00,3.1,480.09,571.0,13.0
38054,2023-05-05 14:00:00,2024-07-17 00:00:00,3.1,396.57,508.0,135.0
38055,2023-05-05 15:00:00,2024-07-17 00:00:00,3.1,349.77,426.0,196.0
38056,2023-05-05 16:00:00,2024-07-17 00:00:00,3.1,382.97,360.0,114.0
38057,2023-05-05 17:00:00,2024-07-17 00:00:00,3.1,328.99,351.0,199.0
38058,2023-05-05 18:00:00,2024-07-17 00:00:00,3.1,325.71,340.0,199.0
38059,2023-05-05 19:00:00,2024-07-17 00:00:00,3.1,327.44,344.0,198.0
38060,2023-05-05 20:00:00,2024-07-17 00:00:00,3.1,342.42,393.0,195.0
38061,2023-05-05 21:00:00,2024-07-17 00:00:00,3.1,350.31,424.0,194.0
38062,2023-05-05 22:00:00,2024-07-17 00:00:00,3.1,366.25,501.0,193.0
38063,2023-05-05 23:00:00,2024-07-17 00:00:00,3.1,377.55,553.0,187.0
