UTC time,nat_gas,solar
2023-11-30 00:00:00,619.0,64.0
2023-11-30 01:00:00,756.0,1.0
2023-11-30 02:00:00,775.0,0.0
2023-11-30 03:00:00,781.0,0.0
2023-11-30 04:00:00,773.0,0.0
2023-11-30 05:00:00,725.0,0.0
2023-11-30 06:00:00,652.0,0.0
2023-11-30 07:00:00,659.0,0.0
2023-11-30 08:00:00,613.0,0.0
2023-11-30 09:00:00,678.0,0.0
2023-11-30 10:00:00,681.0,0.0
2023-11-30 11:00:00,688.0,0.0
2023-11-30 12:00:00,720.0,0.0
2023-11-30 13:00:00,764.0,0.0
2023-11-30 14:00:00,810.0,0.0
2023-11-30 15:00:00,717.0,9.0
2023-11-30 16:00:00,607.0,88.0
2023-11-30 17:00:00,520.0,151.0
2023-11-30 18:00:00,508.0,122.0
2023-11-30 19:00:00,529.0,122.0
2023-11-30 20:00:00,524.0,154.0
2023-11-30 21:00:00,524.0,146.0
2023-11-30 22:00:00,502.0,126.0
2023-11-30 23:00:00,553.0,72.0
