UTC time,nat_gas,solar
2023-08-21 00:00:00,1114.0,179.0
2023-08-21 01:00:00,1117.0,136.0
2023-08-21 02:00:00,1113.0,52.0
2023-08-21 03:00:00,1106.0,37.0
2023-08-21 04:00:00,1038.0,16.0
2023-08-21 05:00:00,926.0,1.0
2023-08-21 06:00:00,845.0,0.0
2023-08-21 07:00:00,724.0,0.0
2023-08-21 08:00:00,659.0,0.0
2023-08-21 09:00:00,620.0,0.0
2023-08-21 10:00:00,620.0,0.0
2023-08-21 11:00:00,622.0,0.0
2023-08-21 12:00:00,622.0,0.0
2023-08-21 13:00:00,624.0,1.0
2023-08-21 14:00:00,623.0,72.0
2023-08-21 15:00:00,620.0,178.0
2023-08-21 16:00:00,609.0,258.0
2023-08-21 17:00:00,606.0,276.0
2023-08-21 18:00:00,547.0,231.0
2023-08-21 19:00:00,612.0,234.0
2023-08-21 20:00:00,687.0,207.0
2023-08-21 21:00:00,811.0,191.0
2023-08-21 22:00:00,1009.0,176.0
2023-08-21 23:00:00,1127.0,185.0
