,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
0,2023-08-21 00:00:00,2023-08-23 15:25:34,3.0,428.4,1114.0,179.0
1,2023-08-21 01:00:00,2023-08-23 15:25:34,3.0,441.7,1117.0,136.0
2,2023-08-21 02:00:00,2023-08-23 15:25:34,3.0,470.14,1113.0,52.0
3,2023-08-21 03:00:00,2023-08-23 15:25:34,3.0,475.59,1106.0,37.0
4,2023-08-21 04:00:00,2023-08-23 15:25:34,3.0,483.24,1038.0,16.0
5,2023-08-21 05:00:00,2023-08-23 15:25:34,3.0,489.52,926.0,1.0
6,2023-08-21 06:00:00,2023-08-23 15:25:34,3.0,490.0,845.0,0.0
7,2023-08-21 07:00:00,2023-08-23 15:25:34,3.0,490.0,724.0,0.0
8,2023-08-21 08:00:00,2023-08-23 15:25:34,3.0,490.0,659.0,0.0
9,2023-08-21 09:00:00,2023-08-23 15:25:34,3.0,490.0,620.0,0.0
10,2023-08-21 10:00:00,2023-08-23 15:25:34,3.0,490.0,620.0,0.0
11,2023-08-21 11:00:00,2023-08-23 15:25:34,3.0,490.0,622.0,0.0
12,2023-08-21 12:00:00,2023-08-23 15:25:34,3.0,490.0,622.0,0.0
13,2023-08-21 13:00:00,2023-08-23 15:25:34,3.0,489.29,624.0,1.0
14,2023-08-21 14:00:00,2023-08-23 15:25:34,3.0,443.9,623.0,72.0
15,2023-08-21 15:00:00,2023-08-23 15:25:34,3.0,390.74,620.0,178.0
16,2023-08-21 16:00:00,2023-08-23 15:25:34,3.0,357.58,609.0,258.0
17,2023-08-21 17:00:00,2023-08-23 15:25:34,3.0,350.75,606.0,276.0
18,2023-08-21 18:00:00,2023-08-23 15:25:34,3.0,357.87,547.0,231.0
19,2023-08-21 19:00:00,2023-08-23 15:25:34,3.0,366.91,612.0,234.0
20,2023-08-21 20:00:00,2023-08-23 15:25:34,3.0,386.96,687.0,207.0
21,2023-08-21 21:00:00,2023-08-23 15:25:34,3.0,405.17,811.0,191.0
22,2023-08-21 22:00:00,2023-08-23 15:25:34,3.0,423.91,1009.0,176.0
23,2023-08-21 23:00:00,2023-08-23 15:25:34,3.0,427.25,1127.0,185.0
