UTC time,nat_gas,solar
2023-05-18 00:00:00,1007.0,138.0
2023-05-18 01:00:00,990.0,106.0
2023-05-18 02:00:00,983.0,83.0
2023-05-18 03:00:00,995.0,38.0
2023-05-18 04:00:00,971.0,27.0
2023-05-18 05:00:00,900.0,1.0
2023-05-18 06:00:00,891.0,21.0
2023-05-18 07:00:00,790.0,4.0
2023-05-18 08:00:00,720.0,1.0
2023-05-18 09:00:00,708.0,0.0
2023-05-18 10:00:00,700.0,0.0
2023-05-18 11:00:00,698.0,0.0
2023-05-18 12:00:00,710.0,0.0
2023-05-18 13:00:00,721.0,13.0
2023-05-18 14:00:00,703.0,60.0
2023-05-18 15:00:00,603.0,57.0
2023-05-18 16:00:00,612.0,81.0
2023-05-18 17:00:00,638.0,100.0
2023-05-18 18:00:00,546.0,92.0
2023-05-18 19:00:00,504.0,126.0
2023-05-18 20:00:00,504.0,126.0
2023-05-18 21:00:00,562.0,94.0
2023-05-18 22:00:00,587.0,159.0
2023-05-18 23:00:00,677.0,115.0
