UTC time,creation_time (UTC),version,nat_gas,solar
2023-08-25 00:00:00,2023-08-27 18:30:16,3.0,1114.0,186.0
2023-08-25 01:00:00,2023-08-27 18:30:16,3.0,1125.0,145.0
2023-08-25 02:00:00,2023-08-27 18:30:16,3.0,1120.0,58.0
2023-08-25 03:00:00,2023-08-27 18:30:16,3.0,1083.0,41.0
2023-08-25 04:00:00,2023-08-27 18:30:16,3.0,1078.0,21.0
2023-08-25 05:00:00,2023-08-27 18:30:16,3.0,1028.0,9.0
2023-08-25 06:00:00,2023-08-27 18:30:16,3.0,1029.0,1.0
2023-08-25 07:00:00,2023-08-27 18:30:16,3.0,977.0,0.0
2023-08-25 08:00:00,2023-08-27 18:30:16,3.0,770.0,0.0
2023-08-25 09:00:00,2023-08-27 18:30:16,3.0,680.0,0.0
2023-08-25 10:00:00,2023-08-27 18:30:16,3.0,604.0,0.0
2023-08-25 11:00:00,2023-08-27 18:30:16,3.0,581.0,0.0
2023-08-25 12:00:00,2023-08-27 18:30:16,3.0,644.0,0.0
2023-08-25 13:00:00,2023-08-27 18:30:16,3.0,651.0,0.0
2023-08-25 14:00:00,2023-08-27 18:30:16,3.0,658.0,63.0
2023-08-25 15:00:00,2023-08-27 18:30:16,3.0,595.0,163.0
2023-08-25 16:00:00,2023-08-27 18:30:16,3.0,535.0,226.0
2023-08-25 17:00:00,2023-08-27 18:30:16,3.0,670.0,263.0
2023-08-25 18:00:00,2023-08-27 18:30:16,3.0,700.0,252.0
2023-08-25 19:00:00,2023-08-27 18:30:16,3.0,705.0,249.0
2023-08-25 20:00:00,2023-08-27 18:30:16,3.0,947.0,209.0
2023-08-25 21:00:00,2023-08-27 18:30:16,3.0,1062.0,186.0
2023-08-25 22:00:00,2023-08-27 18:30:16,3.0,1093.0,148.0
2023-08-25 23:00:00,2023-08-27 18:30:16,3.0,1096.0,110.0
