UTC time,nat_gas,solar
2023-04-28 00:00:00,699.0,79.0
2023-04-28 01:00:00,707.0,57.0
2023-04-28 02:00:00,718.0,8.0
2023-04-28 03:00:00,724.0,0.0
2023-04-28 04:00:00,716.0,0.0
2023-04-28 05:00:00,673.0,0.0
2023-04-28 06:00:00,670.0,0.0
2023-04-28 07:00:00,659.0,0.0
2023-04-28 08:00:00,620.0,0.0
2023-04-28 09:00:00,582.0,0.0
2023-04-28 10:00:00,565.0,0.0
2023-04-28 11:00:00,577.0,0.0
2023-04-28 12:00:00,607.0,0.0
2023-04-28 13:00:00,656.0,1.0
2023-04-28 14:00:00,571.0,26.0
2023-04-28 15:00:00,477.0,76.0
2023-04-28 16:00:00,403.0,100.0
2023-04-28 17:00:00,414.0,100.0
2023-04-28 18:00:00,422.0,100.0
2023-04-28 19:00:00,456.0,100.0
2023-04-28 20:00:00,503.0,99.0
2023-04-28 21:00:00,500.0,101.0
2023-04-28 22:00:00,513.0,99.0
2023-04-28 23:00:00,613.0,93.0
