datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_solar_production_forecast
2023-08-10 00:00:00,2023-08-13 18:01:21,3.0,4.853329966198438,301.6808985465898,284.7945692311778,53.13468669272743,1.0794249486202805,1060.98048,9186.9198
2023-08-10 01:00:00,2023-08-13 18:01:21,3.0,4.853329966198438,301.6808985465898,284.7945692311778,53.13468669272743,1.0794249486202805,1080.54512,4492.0402
2023-08-10 02:00:00,2023-08-13 18:01:21,3.0,4.853329966198438,301.6808985465898,284.7945692311778,53.13468669272743,1.0794249486202805,1067.55779,723.86
2023-08-10 03:00:00,2023-08-13 18:01:21,3.0,4.853329966198438,301.6808985465898,284.7945692311778,53.13468669272743,1.0794249486202805,1035.22029,0.0
2023-08-10 04:00:00,2023-08-13 18:01:21,3.0,4.869825959574873,299.3384554623898,286.52753004862734,53.13468669272743,1.0794249486202805,977.14359,0.0
2023-08-10 05:00:00,2023-08-13 18:01:21,3.0,4.869825959574873,299.3384554623898,286.52753004862734,53.13468669272743,1.0794249486202805,921.28658,0.0
2023-08-10 06:00:00,2023-08-13 18:01:21,3.0,4.869825959574873,299.3384554623898,286.52753004862734,53.13468669272743,1.0794249486202805,860.55488,0.0
2023-08-10 07:00:00,2023-08-13 18:01:21,3.0,4.167006246374207,297.5971971821938,287.4292616212828,26.567166750951163,1.410662245885815,805.6621,0.0
2023-08-10 08:00:00,2023-08-13 18:01:21,3.0,4.167006246374207,297.5971971821938,287.4292616212828,26.567166750951163,1.410662245885815,752.6968,0.0
2023-08-10 09:00:00,2023-08-13 18:01:21,3.0,4.167006246374207,297.5971971821938,287.4292616212828,26.567166750951163,1.410662245885815,669.56933,0.0
2023-08-10 10:00:00,2023-08-13 18:01:21,3.0,3.2297421082396705,296.3339263044357,287.7047321769879,0.0,1.4713479082003271,631.79964,0.0
2023-08-10 11:00:00,2023-08-13 18:01:21,3.0,3.2297421082396705,296.3339263044357,287.7047321769879,0.0,1.4713479082003271,584.43526,0.0
2023-08-10 12:00:00,2023-08-13 18:01:21,3.0,3.2297421082396705,296.3339263044357,287.7047321769879,0.0,1.4713479082003271,557.024,0.07
2023-08-10 13:00:00,2023-08-13 18:01:21,3.0,3.689770961961404,301.14050005013144,287.2970862266686,0.0001678960940387,1.4797821554321795,582.49683,809.00998
2023-08-10 14:00:00,2023-08-13 18:01:21,3.0,3.689770961961404,301.14050005013144,287.2970862266686,0.0001678960940387,1.4797821554321795,579.11488,4234.53002
2023-08-10 15:00:00,2023-08-13 18:01:21,3.0,3.689770961961404,301.14050005013144,287.2970862266686,0.0001678960940387,1.4797821554321795,606.98686,8198.73991
2023-08-10 16:00:00,2023-08-13 18:01:21,3.0,3.899905498824303,307.16089988618864,285.2682483328052,195.1909543309352,1.48546266069267,651.37631,10257.5905
2023-08-10 17:00:00,2023-08-13 18:01:21,3.0,3.899905498824303,307.16089988618864,285.2682483328052,195.1909543309352,1.48546266069267,715.47449,11091.18955
2023-08-10 18:00:00,2023-08-13 18:01:21,3.0,3.899905498824303,307.16089988618864,285.2682483328052,195.1909543309352,1.48546266069267,776.84958,11505.65981
2023-08-10 19:00:00,2023-08-13 18:01:21,3.0,4.5914641467576605,309.89449591347864,283.1949996124913,475.0693877413003,1.4855119392269764,842.89893,11612.23982
2023-08-10 20:00:00,2023-08-13 18:01:21,3.0,4.5914641467576605,309.89449591347864,283.1949996124913,475.0693877413003,1.4855119392269764,904.38674,11532.52019
2023-08-10 21:00:00,2023-08-13 18:01:21,3.0,4.5914641467576605,309.89449591347864,283.1949996124913,475.0693877413003,1.4855119392269764,948.55633,11274.70991
2023-08-10 22:00:00,2023-08-13 18:01:21,3.0,6.200840328841448,306.9199273513925,283.5675113060407,915.726045956822,1.530039859465963,993.72332,10791.79952
2023-08-10 23:00:00,2023-08-13 18:01:21,3.0,6.200840328841448,306.9199273513925,283.5675113060407,915.726045956822,1.530039859465963,998.41343,9977.54996
2023-08-11 00:00:00,2023-08-13 18:01:21,3.0,6.200840328841448,306.9199273513925,283.5675113060407,915.726045956822,1.530039859465963,1077.36103,5178.13398
2023-08-11 01:00:00,2023-08-13 18:01:21,3.0,5.2415358043555536,301.4882875659312,285.4221101473428,701.7254498168013,2.0454627554978715,1095.25045,4508.23699
2023-08-11 02:00:00,2023-08-13 18:01:21,3.0,5.2415358043555536,301.4882875659312,285.4221101473428,701.7254498168013,2.0454627554978715,1078.34024,3921.24811
2023-08-11 03:00:00,2023-08-13 18:01:21,3.0,5.2415358043555536,301.4882875659312,285.4221101473428,701.7254498168013,2.0454627554978715,1043.42087,3765.87452
2023-08-11 04:00:00,2023-08-13 18:01:21,3.0,5.0203265591300745,299.43888158975795,286.8079686200257,46.80235999814805,2.628977956537167,981.41586,3661.59334
2023-08-11 05:00:00,2023-08-13 18:01:21,3.0,5.0203265591300745,299.43888158975795,286.8079686200257,46.80235999814805,2.628977956537167,921.15242,3479.08186
2023-08-11 06:00:00,2023-08-13 18:01:21,3.0,5.0203265591300745,299.43888158975795,286.8079686200257,46.80235999814805,2.628977956537167,855.04631,2795.28107
2023-08-11 07:00:00,2023-08-13 18:01:21,3.0,4.435174364567094,298.127953362164,287.3451535992658,23.4012244249268,2.839988331157947,793.53386,2013.20579
2023-08-11 08:00:00,2023-08-13 18:01:21,3.0,4.435174364567094,298.127953362164,287.3451535992658,23.4012244249268,2.839988331157947,734.02745,1474.82492
2023-08-11 09:00:00,2023-08-13 18:01:21,3.0,4.435174364567094,298.127953362164,287.3451535992658,23.4012244249268,2.839988331157947,646.96177,1092.25103
2023-08-11 10:00:00,2023-08-13 18:01:21,3.0,3.72012724451327,296.9445712514749,287.5706275846985,0.0,2.895164658452261,606.39675,931.67668
2023-08-11 11:00:00,2023-08-13 18:01:21,3.0,3.72012724451327,296.9445712514749,287.5706275846985,0.0,2.895164658452261,557.25627,885.35608
2023-08-11 12:00:00,2023-08-13 18:01:21,3.0,3.72012724451327,296.9445712514749,287.5706275846985,0.0,2.895164658452261,528.55423,933.89852
2023-08-11 13:00:00,2023-08-13 18:01:21,3.0,4.282932844863346,301.44218698793304,287.0348045742002,5.97540405509068e-05,2.915624043708254,553.66211,1023.57455
2023-08-11 14:00:00,2023-08-13 18:01:21,3.0,4.282932844863346,301.44218698793304,287.0348045742002,5.97540405509068e-05,2.915624043708254,552.30329,1415.00323
2023-08-11 15:00:00,2023-08-13 18:01:21,3.0,4.282932844863346,301.44218698793304,287.0348045742002,5.97540405509068e-05,2.915624043708254,583.67232,1838.57949
2023-08-11 16:00:00,2023-08-13 18:01:21,3.0,4.214221307301487,307.0453079383685,285.14327220652694,186.3797718890799,2.936809127580961,634.77414,2372.01936
2023-08-11 17:00:00,2023-08-13 18:01:21,3.0,4.214221307301487,307.0453079383685,285.14327220652694,186.3797718890799,2.936809127580961,704.41413,2824.93722
2023-08-11 18:00:00,2023-08-13 18:01:21,3.0,4.214221307301487,307.0453079383685,285.14327220652694,186.3797718890799,2.936809127580961,771.86727,2741.72724
