UTC time,creation_time (UTC),version,nat_gas,solar
2023-09-01 00:00:00,2023-09-03 16:44:46,3.0,1060.0,200.0
2023-09-01 01:00:00,2023-09-03 16:44:46,3.0,1067.0,134.0
2023-09-01 02:00:00,2023-09-03 16:44:46,3.0,1076.0,53.0
2023-09-01 03:00:00,2023-09-03 16:44:46,3.0,1073.0,47.0
2023-09-01 04:00:00,2023-09-03 16:44:46,3.0,1055.0,33.0
2023-09-01 05:00:00,2023-09-03 16:44:46,3.0,974.0,13.0
2023-09-01 06:00:00,2023-09-03 16:44:46,3.0,941.0,5.0
2023-09-01 07:00:00,2023-09-03 16:44:46,3.0,820.0,0.0
2023-09-01 08:00:00,2023-09-03 16:44:46,3.0,586.0,0.0
2023-09-01 09:00:00,2023-09-03 16:44:46,3.0,552.0,0.0
2023-09-01 10:00:00,2023-09-03 16:44:46,3.0,473.0,0.0
2023-09-01 11:00:00,2023-09-03 16:44:46,3.0,468.0,0.0
2023-09-01 12:00:00,2023-09-03 16:44:46,3.0,481.0,0.0
2023-09-01 13:00:00,2023-09-03 16:44:46,3.0,506.0,0.0
2023-09-01 14:00:00,2023-09-03 16:44:46,3.0,428.0,66.0
2023-09-01 15:00:00,2023-09-03 16:44:46,3.0,421.0,171.0
2023-09-01 16:00:00,2023-09-03 16:44:46,3.0,429.0,182.0
2023-09-01 17:00:00,2023-09-03 16:44:46,3.0,459.0,195.0
2023-09-01 18:00:00,2023-09-03 16:44:46,3.0,660.0,200.0
2023-09-01 19:00:00,2023-09-03 16:44:46,3.0,766.0,198.0
2023-09-01 20:00:00,2023-09-03 16:44:46,3.0,867.0,200.0
2023-09-01 21:00:00,2023-09-03 16:44:46,3.0,956.0,197.0
2023-09-01 22:00:00,2023-09-03 16:44:46,3.0,1030.0,198.0
2023-09-01 23:00:00,2023-09-03 16:44:46,3.0,1054.0,193.0
