Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
39384,2023-06-30 00:00:00,2024-07-17 00:00:00,3.1,317.68,1093.0,180.0
39385,2023-06-30 01:00:00,2024-07-17 00:00:00,3.1,325.17,1088.0,150.0
39386,2023-06-30 02:00:00,2024-07-17 00:00:00,3.1,355.59,1135.0,46.0
39387,2023-06-30 03:00:00,2024-07-17 00:00:00,3.1,363.12,1108.0,21.0
39388,2023-06-30 04:00:00,2024-07-17 00:00:00,3.1,356.34,1148.0,44.0
39389,2023-06-30 05:00:00,2024-07-17 00:00:00,3.1,354.66,1087.0,47.0
39390,2023-06-30 06:00:00,2024-07-17 00:00:00,3.1,354.76,1071.0,46.0
39391,2023-06-30 07:00:00,2024-07-17 00:00:00,3.1,358.44,992.0,32.0
39392,2023-06-30 08:00:00,2024-07-17 00:00:00,3.1,367.57,909.0,6.0
39393,2023-06-30 09:00:00,2024-07-17 00:00:00,3.1,368.73,870.0,3.0
39394,2023-06-30 10:00:00,2024-07-17 00:00:00,3.1,369.52,767.0,1.0
39395,2023-06-30 11:00:00,2024-07-17 00:00:00,3.1,369.5,746.0,1.0
39396,2023-06-30 12:00:00,2024-07-17 00:00:00,3.1,370.0,741.0,0.0
39397,2023-06-30 13:00:00,2024-07-17 00:00:00,3.1,369.54,796.0,1.0
39398,2023-06-30 14:00:00,2024-07-17 00:00:00,3.1,352.82,616.0,30.0
39399,2023-06-30 15:00:00,2024-07-17 00:00:00,3.1,330.83,549.0,65.0
39400,2023-06-30 16:00:00,2024-07-17 00:00:00,3.1,327.83,653.0,84.0
39401,2023-06-30 17:00:00,2024-07-17 00:00:00,3.1,329.22,662.0,82.0
39402,2023-06-30 18:00:00,2024-07-17 00:00:00,3.1,325.4,788.0,108.0
39403,2023-06-30 19:00:00,2024-07-17 00:00:00,3.1,321.27,857.0,130.0
39404,2023-06-30 20:00:00,2024-07-17 00:00:00,3.1,317.53,938.0,155.0
39405,2023-06-30 21:00:00,2024-07-17 00:00:00,3.1,310.87,941.0,179.0
39406,2023-06-30 22:00:00,2024-07-17 00:00:00,3.1,316.11,1003.0,171.0
39407,2023-06-30 23:00:00,2024-07-17 00:00:00,3.1,312.42,982.0,181.0
