UTC time,nuclear,hydro,solar,wind
2023-09-03 00:00:00,2596.0,1562.0,0.0,13.0
2023-09-03 01:00:00,2597.0,1428.0,0.0,12.0
2023-09-03 02:00:00,2600.0,1263.0,0.0,10.0
2023-09-03 03:00:00,2602.0,1116.0,0.0,8.0
2023-09-03 04:00:00,2605.0,1065.0,0.0,10.0
2023-09-03 05:00:00,2608.0,778.0,59.0,11.0
2023-09-03 06:00:00,2606.0,611.0,346.0,9.0
2023-09-03 07:00:00,2602.0,511.0,792.0,10.0
2023-09-03 08:00:00,2595.0,511.0,1413.0,9.0
2023-09-03 09:00:00,2586.0,492.0,1712.0,6.0
2023-09-03 10:00:00,2578.0,493.0,2072.0,5.0
2023-09-03 11:00:00,2571.0,516.0,2228.0,8.0
2023-09-03 12:00:00,2569.0,542.0,2084.0,9.0
2023-09-03 13:00:00,2565.0,525.0,1834.0,13.0
2023-09-03 14:00:00,2565.0,583.0,1477.0,13.0
2023-09-03 15:00:00,2564.0,1076.0,1254.0,11.0
2023-09-03 16:00:00,2565.0,2985.0,519.0,10.0
2023-09-03 17:00:00,2566.0,3444.0,151.0,14.0
2023-09-03 18:00:00,2570.0,3555.0,3.0,20.0
2023-09-03 19:00:00,2576.0,3283.0,0.0,24.0
2023-09-03 20:00:00,2584.0,2929.0,0.0,23.0
2023-09-03 21:00:00,2584.0,1638.0,0.0,28.0
2023-09-03 22:00:00,2585.0,1120.0,0.0,26.0
2023-09-03 23:00:00,2588.0,674.0,0.0,29.0
