UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2023-02-02 00:00:00,2024-07-17 00:00:00,3.1,2.683789947818516,270.5053787615963,267.4621624470855,0.0,0.2599936573819047,3010.49547,208.62971,0.0,0.0
2023-02-02 01:00:00,2024-07-17 00:00:00,3.1,2.62869502211818,270.2116221504075,266.9251852650741,0.0,0.0021828215784317,2995.68162,110.50841,0.0,0.0
2023-02-02 02:00:00,2024-07-17 00:00:00,3.1,2.62869502211818,270.2116221504075,266.9251852650741,0.0,0.0021828215784317,2985.15719,183.73869,0.0,0.0
2023-02-02 03:00:00,2024-07-17 00:00:00,3.1,2.62869502211818,270.2116221504075,266.9251852650741,0.0,0.0021828215784317,2981.16966,614.90439,0.0,0.0
2023-02-02 04:00:00,2024-07-17 00:00:00,3.1,2.56400675521676,270.06387838074176,266.3607960681204,0.0,0.0036414685414067,2987.12552,1194.56274,0.0,0.0
2023-02-02 05:00:00,2024-07-17 00:00:00,3.1,2.56400675521676,270.06387838074176,266.3607960681204,0.0,0.0036414685414067,2997.05596,1723.43888,0.0,0.0
2023-02-02 06:00:00,2024-07-17 00:00:00,3.1,2.56400675521676,270.06387838074176,266.3607960681204,0.0,0.0036414685414067,3010.56151,2020.76817,1.0,0.0
2023-02-02 07:00:00,2024-07-17 00:00:00,3.1,2.13324788744316,274.1036107411375,268.82788525179427,76.66311403933244,0.0,3017.4765,1894.11999,9.0,0.0
2023-02-02 08:00:00,2024-07-17 00:00:00,3.1,2.13324788744316,274.1036107411375,268.82788525179427,76.66311403933244,0.0,3049.31356,1601.17563,26.0,0.0
2023-02-02 09:00:00,2024-07-17 00:00:00,3.1,2.13324788744316,274.1036107411375,268.82788525179427,76.66311403933244,0.0,3056.73615,1492.38937,44.0,0.0
2023-02-02 10:00:00,2024-07-17 00:00:00,3.1,2.698471396169837,277.2938494124897,271.31621852774293,213.5768126021962,0.0,3006.86668,1462.12433,56.0,0.0
2023-02-02 11:00:00,2024-07-17 00:00:00,3.1,2.698471396169837,277.2938494124897,271.31621852774293,213.5768126021962,0.0,3031.16722,1332.79687,62.0,0.0
2023-02-02 12:00:00,2024-07-17 00:00:00,3.1,2.698471396169837,277.2938494124897,271.31621852774293,213.5768126021962,0.0,2939.68769,1110.21114,60.0,0.0
2023-02-02 13:00:00,2024-07-17 00:00:00,3.1,2.766095545594832,276.551675669531,272.3310106004622,298.16435198200304,0.0,3012.44824,891.59154,49.0,0.0
2023-02-02 14:00:00,2024-07-17 00:00:00,3.1,2.766095545594832,276.551675669531,272.3310106004622,298.16435198200304,0.0,3001.23604,1054.92407,30.0,0.0
2023-02-02 15:00:00,2024-07-17 00:00:00,3.1,2.766095545594832,276.551675669531,272.3310106004622,298.16435198200304,0.0,3000.23562,1456.33345,11.0,0.0
2023-02-02 16:00:00,2024-07-17 00:00:00,3.1,2.9942407171432004,272.6683531791448,269.07703251854616,165.180291295394,0.0112248746464344,3030.48643,1942.23536,1.0,0.0
2023-02-02 17:00:00,2024-07-17 00:00:00,3.1,2.9942407171432004,272.6683531791448,269.07703251854616,165.180291295394,0.0112248746464344,3023.02115,2267.79148,0.0,0.0
