Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
36648,2023-03-08 00:00:00,13.42,3021.0,414.0,0.0,32.0
36649,2023-03-08 01:00:00,13.46,3020.0,427.0,0.0,41.0
36650,2023-03-08 02:00:00,13.34,3020.0,390.0,0.0,41.0
36651,2023-03-08 03:00:00,13.32,3020.0,382.0,0.0,44.0
36652,2023-03-08 04:00:00,13.79,3018.0,542.0,0.0,47.0
36653,2023-03-08 05:00:00,17.17,3016.0,2326.0,0.0,50.0
36654,2023-03-08 06:00:00,18.25,3017.0,3234.0,24.0,54.0
36655,2023-03-08 07:00:00,18.81,3017.0,3378.0,131.0,51.0
36656,2023-03-08 08:00:00,19.38,3015.0,3321.0,286.0,54.0
36657,2023-03-08 09:00:00,20.36,3014.0,2964.0,605.0,54.0
36658,2023-03-08 10:00:00,20.48,3008.0,2290.0,732.0,55.0
36659,2023-03-08 11:00:00,19.85,3008.0,1870.0,648.0,53.0
36660,2023-03-08 12:00:00,19.58,3006.0,1790.0,604.0,53.0
36661,2023-03-08 13:00:00,18.8,3004.0,2018.0,394.0,48.0
36662,2023-03-08 14:00:00,18.47,3001.0,2556.0,214.0,51.0
36663,2023-03-08 15:00:00,18.21,2999.0,2877.0,87.0,50.0
36664,2023-03-08 16:00:00,17.69,2998.0,2701.0,12.0,51.0
36665,2023-03-08 17:00:00,18.33,2999.0,3412.0,0.0,50.0
36666,2023-03-08 18:00:00,18.3,3001.0,3389.0,0.0,55.0
36667,2023-03-08 19:00:00,17.58,3001.0,2663.0,0.0,54.0
36668,2023-03-08 20:00:00,16.06,3001.0,1570.0,0.0,54.0
36669,2023-03-08 21:00:00,14.86,3000.0,962.0,0.0,53.0
36670,2023-03-08 22:00:00,13.6,3001.0,475.0,0.0,48.0
36671,2023-03-08 23:00:00,13.73,2999.0,518.0,0.0,45.0
