UTC time,nuclear,hydro,solar,wind
2023-01-22 00:00:00,3025.0,843.0,0.0,9.0
2023-01-22 01:00:00,3024.0,756.0,0.0,7.0
2023-01-22 02:00:00,3024.0,658.0,0.0,5.0
2023-01-22 03:00:00,3023.0,632.0,0.0,3.0
2023-01-22 04:00:00,3022.0,688.0,0.0,3.0
2023-01-22 05:00:00,3022.0,620.0,0.0,2.0
2023-01-22 06:00:00,3022.0,833.0,0.0,2.0
2023-01-22 07:00:00,3022.0,940.0,0.0,2.0
2023-01-22 08:00:00,3020.0,1216.0,0.0,3.0
2023-01-22 09:00:00,3021.0,1035.0,0.0,4.0
2023-01-22 10:00:00,3022.0,1036.0,21.0,3.0
2023-01-22 11:00:00,3021.0,1080.0,6.0,4.0
2023-01-22 12:00:00,3022.0,1341.0,0.0,3.0
2023-01-22 13:00:00,3022.0,1398.0,0.0,4.0
2023-01-22 14:00:00,3021.0,1439.0,0.0,5.0
2023-01-22 15:00:00,3020.0,1965.0,0.0,4.0
2023-01-22 16:00:00,3021.0,2854.0,0.0,3.0
2023-01-22 17:00:00,3024.0,3162.0,0.0,4.0
2023-01-22 18:00:00,3018.0,3224.0,0.0,5.0
2023-01-22 19:00:00,3019.0,2937.0,0.0,5.0
2023-01-22 20:00:00,3020.0,2037.0,0.0,5.0
2023-01-22 21:00:00,3021.0,1887.0,0.0,4.0
2023-01-22 22:00:00,3025.0,1141.0,0.0,4.0
2023-01-22 23:00:00,3021.0,836.0,0.0,5.0
