UTC time,nuclear,hydro,solar,wind
2023-12-30 00:00:00,3012.0,332.0,0.0,30.0
2023-12-30 01:00:00,3013.0,360.0,0.0,32.0
2023-12-30 02:00:00,3014.0,388.0,0.0,34.0
2023-12-30 03:00:00,3016.0,330.0,0.0,29.0
2023-12-30 04:00:00,3019.0,366.0,0.0,25.0
2023-12-30 05:00:00,3015.0,394.0,0.0,19.0
2023-12-30 06:00:00,3016.0,378.0,0.0,25.0
2023-12-30 07:00:00,3016.0,369.0,8.0,29.0
2023-12-30 08:00:00,3017.0,372.0,152.0,30.0
2023-12-30 09:00:00,3017.0,366.0,382.0,20.0
2023-12-30 10:00:00,3016.0,361.0,777.0,14.0
2023-12-30 11:00:00,3014.0,354.0,910.0,10.0
2023-12-30 12:00:00,3012.0,362.0,875.0,6.0
2023-12-30 13:00:00,3011.0,408.0,628.0,5.0
2023-12-30 14:00:00,3010.0,464.0,352.0,5.0
2023-12-30 15:00:00,3010.0,676.0,88.0,3.0
2023-12-30 16:00:00,3015.0,933.0,0.0,5.0
2023-12-30 17:00:00,3016.0,1197.0,0.0,13.0
2023-12-30 18:00:00,3015.0,800.0,0.0,32.0
2023-12-30 19:00:00,3020.0,595.0,0.0,34.0
2023-12-30 20:00:00,3022.0,457.0,0.0,37.0
2023-12-30 21:00:00,3022.0,425.0,0.0,39.0
2023-12-30 22:00:00,3025.0,400.0,0.0,45.0
2023-12-30 23:00:00,3024.0,423.0,0.0,50.0
