UTC time,nuclear,hydro,solar,wind
2023-04-17 00:00:00,3007.0,457.0,0.0,7.0
2023-04-17 01:00:00,3007.0,546.0,0.0,7.0
2023-04-17 02:00:00,3007.0,587.0,0.0,8.0
2023-04-17 03:00:00,3006.0,658.0,0.0,7.0
2023-04-17 04:00:00,3005.0,1639.0,0.0,6.0
2023-04-17 05:00:00,3004.0,2374.0,20.0,5.0
2023-04-17 06:00:00,3002.0,2408.0,127.0,5.0
2023-04-17 07:00:00,3002.0,2012.0,317.0,6.0
2023-04-17 08:00:00,3001.0,1590.0,796.0,9.0
2023-04-17 09:00:00,3000.0,1249.0,899.0,9.0
2023-04-17 10:00:00,2997.0,900.0,675.0,13.0
2023-04-17 11:00:00,2998.0,573.0,1042.0,16.0
2023-04-17 12:00:00,2997.0,476.0,1600.0,13.0
2023-04-17 13:00:00,2996.0,570.0,1957.0,14.0
2023-04-17 14:00:00,2998.0,609.0,1407.0,16.0
2023-04-17 15:00:00,2999.0,811.0,1415.0,17.0
2023-04-17 16:00:00,2999.0,1316.0,794.0,20.0
2023-04-17 17:00:00,3001.0,2229.0,219.0,19.0
2023-04-17 18:00:00,3002.0,2238.0,7.0,22.0
2023-04-17 19:00:00,3004.0,1858.0,0.0,19.0
2023-04-17 20:00:00,3004.0,1263.0,0.0,19.0
2023-04-17 21:00:00,3008.0,760.0,0.0,21.0
2023-04-17 22:00:00,3006.0,735.0,0.0,23.0
2023-04-17 23:00:00,3007.0,650.0,0.0,23.0
