UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass
2019-01-01 00:00:00,2518.0,295.0,2088.0,21.0,0.0,10.0,16.0
2019-01-01 01:00:00,2327.0,298.0,2087.0,21.0,0.0,13.0,16.0
2019-01-01 02:00:00,2296.0,298.0,2088.0,21.0,0.0,26.0,16.0
2019-01-01 03:00:00,2286.0,295.0,2090.0,19.0,0.0,23.0,16.0
2019-01-01 04:00:00,2276.0,297.0,2089.0,20.0,0.0,24.0,15.0
2019-01-01 05:00:00,2288.0,298.0,2090.0,25.0,0.0,51.0,17.0
2019-01-01 06:00:00,2408.0,298.0,2088.0,46.0,9.0,38.0,15.0
2019-01-01 07:00:00,2643.0,296.0,2088.0,58.0,37.0,43.0,16.0
2019-01-01 08:00:00,2762.0,293.0,2088.0,49.0,72.0,30.0,16.0
2019-01-01 09:00:00,2681.0,289.0,2087.0,31.0,95.0,24.0,15.0
2019-01-01 10:00:00,2449.0,287.0,2088.0,22.0,110.0,16.0,15.0
2019-01-01 11:00:00,2408.0,290.0,2088.0,23.0,81.0,10.0,15.0
2019-01-01 12:00:00,2402.0,290.0,2088.0,27.0,53.0,4.0,16.0
2019-01-01 13:00:00,2638.0,292.0,2089.0,38.0,19.0,3.0,15.0
2019-01-01 14:00:00,2902.0,294.0,2089.0,58.0,5.0,10.0,15.0
2019-01-01 15:00:00,2939.0,294.0,2091.0,281.0,0.0,25.0,17.0
2019-01-01 16:00:00,2923.0,295.0,2090.0,418.0,0.0,21.0,15.0
2019-01-01 17:00:00,2919.0,299.0,2090.0,277.0,0.0,33.0,15.0
2019-01-01 18:00:00,2919.0,296.0,2089.0,137.0,0.0,49.0,15.0
2019-01-01 19:00:00,2908.0,299.0,2090.0,172.0,0.0,43.0,15.0
2019-01-01 20:00:00,2914.0,298.0,2090.0,183.0,0.0,41.0,15.0
2019-01-01 21:00:00,2839.0,297.0,2088.0,93.0,0.0,25.0,14.0
2019-01-01 22:00:00,2722.0,295.0,2090.0,21.0,0.0,4.0,15.0
2019-01-01 23:00:00,2518.0,295.0,2088.0,21.0,0.0,10.0,16.0
2019-01-02 00:00:00,2327.0,298.0,2087.0,21.0,0.0,13.0,16.0
2019-01-02 01:00:00,2296.0,298.0,2088.0,21.0,0.0,26.0,16.0
2019-01-02 02:00:00,2286.0,295.0,2090.0,19.0,0.0,23.0,16.0
2019-01-02 03:00:00,2276.0,297.0,2089.0,20.0,0.0,24.0,15.0
2019-01-02 04:00:00,2288.0,298.0,2090.0,25.0,0.0,51.0,17.0
2019-01-02 05:00:00,2408.0,298.0,2088.0,46.0,9.0,38.0,15.0
2019-01-02 06:00:00,2643.0,296.0,2088.0,58.0,37.0,43.0,16.0
2019-01-02 07:00:00,2762.0,303.0,2088.0,68.0,272.0,59.0,31.0
2019-01-02 08:00:00,2681.0,310.0,2087.0,86.0,405.0,45.0,35.0
2019-01-02 09:00:00,2449.0,308.0,2088.0,78.0,420.0,32.0,34.0
2019-01-02 10:00:00,2408.0,311.0,2088.0,73.0,371.0,26.0,35.0
2019-01-02 11:00:00,2402.0,311.0,2088.0,76.0,258.0,16.0,35.0
2019-01-02 12:00:00,2638.0,313.0,2089.0,87.0,115.0,20.0,34.0
2019-01-02 13:00:00,2902.0,315.0,2089.0,104.0,19.0,28.0,34.0
2019-01-02 14:00:00,2939.0,315.0,2091.0,323.0,0.0,49.0,36.0
