Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
41280,2023-09-17 00:00:00,2024-07-17 00:00:00,3.1,634.06,1144.0,1256.0,51.0
41281,2023-09-17 01:00:00,2024-07-17 00:00:00,3.1,647.7,1150.0,1095.0,40.0
41282,2023-09-17 02:00:00,2024-07-17 00:00:00,3.1,631.55,1149.0,1008.0,119.0
41283,2023-09-17 03:00:00,2024-07-17 00:00:00,3.1,579.6,1147.0,812.0,357.0
41284,2023-09-17 04:00:00,2024-07-17 00:00:00,3.1,567.25,1153.0,777.0,416.0
41285,2023-09-17 05:00:00,2024-07-17 00:00:00,3.1,587.57,1146.0,774.0,331.0
41286,2023-09-17 06:00:00,2024-07-17 00:00:00,3.1,567.85,1045.0,731.0,371.0
41287,2023-09-17 07:00:00,2024-07-17 00:00:00,3.1,569.65,952.0,860.0,304.0
41288,2023-09-17 08:00:00,2024-07-17 00:00:00,3.1,595.72,947.0,748.0,228.0
41289,2023-09-17 09:00:00,2024-07-17 00:00:00,3.1,607.57,944.0,701.0,198.0
41290,2023-09-17 10:00:00,2024-07-17 00:00:00,3.1,618.59,945.0,710.0,163.0
41291,2023-09-17 11:00:00,2024-07-17 00:00:00,3.1,631.16,951.0,745.0,120.0
41292,2023-09-17 12:00:00,2024-07-17 00:00:00,3.1,638.36,944.0,771.0,91.0
41293,2023-09-17 13:00:00,2024-07-17 00:00:00,3.1,625.0,967.0,751.0,142.0
41294,2023-09-17 14:00:00,2024-07-17 00:00:00,3.1,641.81,1145.0,862.0,116.0
41295,2023-09-17 15:00:00,2024-07-17 00:00:00,3.1,660.2,1144.0,952.0,32.0
41296,2023-09-17 16:00:00,2024-07-17 00:00:00,3.1,660.47,1142.0,1042.0,7.0
41297,2023-09-17 17:00:00,2024-07-17 00:00:00,3.1,650.92,1145.0,1052.0,38.0
41298,2023-09-17 18:00:00,2024-07-17 00:00:00,3.1,638.03,1146.0,1108.0,71.0
41299,2023-09-17 19:00:00,2024-07-17 00:00:00,3.1,632.97,1143.0,1256.0,55.0
41300,2023-09-17 20:00:00,2024-07-17 00:00:00,3.1,638.07,1142.0,1255.0,35.0
41301,2023-09-17 21:00:00,2024-07-17 00:00:00,3.1,637.65,1143.0,1297.0,27.0
41302,2023-09-17 22:00:00,2024-07-17 00:00:00,3.1,639.17,1144.0,1311.0,18.0
41303,2023-09-17 23:00:00,2024-07-17 00:00:00,3.1,638.56,1141.0,1309.0,20.0
