,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-08-26 00:00:00,2023-08-28 00:48:23,3.0,521.23,1159.0,1630.0,58.0
1,2023-08-26 01:00:00,2023-08-28 00:48:23,3.0,509.78,1111.0,1336.0,179.0
2,2023-08-26 02:00:00,2023-08-28 00:48:23,3.0,477.27,1029.0,1315.0,314.0
3,2023-08-26 03:00:00,2023-08-28 00:48:23,3.0,466.46,1024.0,1148.0,407.0
4,2023-08-26 04:00:00,2023-08-28 00:48:23,3.0,457.03,945.0,1163.0,405.0
5,2023-08-26 05:00:00,2023-08-28 00:48:23,3.0,454.25,868.0,1193.0,363.0
6,2023-08-26 06:00:00,2023-08-28 00:48:23,3.0,447.21,831.0,1154.0,382.0
7,2023-08-26 07:00:00,2023-08-28 00:48:23,3.0,426.49,771.0,1079.0,460.0
8,2023-08-26 08:00:00,2023-08-28 00:48:23,3.0,423.7,756.0,1168.0,452.0
9,2023-08-26 09:00:00,2023-08-28 00:48:23,3.0,450.74,803.0,1105.0,353.0
10,2023-08-26 10:00:00,2023-08-28 00:48:23,3.0,451.78,802.0,1161.0,337.0
11,2023-08-26 11:00:00,2023-08-28 00:48:23,3.0,418.9,802.0,1037.0,532.0
12,2023-08-26 12:00:00,2023-08-28 00:48:23,3.0,449.92,829.0,1263.0,347.0
13,2023-08-26 13:00:00,2023-08-28 00:48:23,3.0,483.52,948.0,1129.0,277.0
14,2023-08-26 14:00:00,2023-08-28 00:48:23,3.0,492.46,887.0,1226.0,177.0
15,2023-08-26 15:00:00,2023-08-28 00:48:23,3.0,497.95,892.0,1177.0,167.0
16,2023-08-26 16:00:00,2023-08-28 00:48:23,3.0,506.61,908.0,1191.0,133.0
17,2023-08-26 17:00:00,2023-08-28 00:48:23,3.0,513.72,942.0,1246.0,103.0
18,2023-08-26 18:00:00,2023-08-28 00:48:23,3.0,526.68,964.0,1217.0,65.0
19,2023-08-26 19:00:00,2023-08-28 00:48:23,3.0,529.88,925.0,1159.0,52.0
20,2023-08-26 20:00:00,2023-08-28 00:48:23,3.0,535.85,945.0,1148.0,40.0
21,2023-08-26 21:00:00,2023-08-28 00:48:23,3.0,532.92,956.0,1182.0,46.0
22,2023-08-26 22:00:00,2023-08-28 00:48:23,3.0,520.65,957.0,1237.0,82.0
23,2023-08-26 23:00:00,2023-08-28 00:48:23,3.0,514.16,968.0,1105.0,153.0
