,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-08-19 00:00:00,2023-08-20 22:01:18,3.0,522.42,616.0,1490.0,264.0
1,2023-08-19 01:00:00,2023-08-20 22:01:18,3.0,485.02,500.0,1394.0,368.0
2,2023-08-19 02:00:00,2023-08-20 22:01:18,3.0,482.0,575.0,1317.0,435.0
3,2023-08-19 03:00:00,2023-08-20 22:01:18,3.0,470.32,506.0,1209.0,437.0
4,2023-08-19 04:00:00,2023-08-20 22:01:18,3.0,466.79,474.0,1192.0,428.0
5,2023-08-19 05:00:00,2023-08-20 22:01:18,3.0,459.98,518.0,1146.0,492.0
6,2023-08-19 06:00:00,2023-08-20 22:01:18,3.0,470.71,577.0,1063.0,483.0
7,2023-08-19 07:00:00,2023-08-20 22:01:18,3.0,461.16,484.0,1236.0,465.0
8,2023-08-19 08:00:00,2023-08-20 22:01:18,3.0,457.28,450.0,1190.0,453.0
9,2023-08-19 09:00:00,2023-08-20 22:01:18,3.0,460.79,458.0,1097.0,437.0
10,2023-08-19 10:00:00,2023-08-20 22:01:18,3.0,462.09,470.0,1149.0,444.0
11,2023-08-19 11:00:00,2023-08-20 22:01:18,3.0,456.86,470.0,1079.0,463.0
12,2023-08-19 12:00:00,2023-08-20 22:01:18,3.0,465.91,473.0,1092.0,426.0
13,2023-08-19 13:00:00,2023-08-20 22:01:18,3.0,475.39,476.0,1201.0,391.0
14,2023-08-19 14:00:00,2023-08-20 22:01:18,3.0,489.08,514.0,1162.0,358.0
15,2023-08-19 15:00:00,2023-08-20 22:01:18,3.0,541.5,738.0,1251.0,266.0
16,2023-08-19 16:00:00,2023-08-20 22:01:18,3.0,581.11,910.0,1341.0,167.0
17,2023-08-19 17:00:00,2023-08-20 22:01:18,3.0,597.61,988.0,1415.0,115.0
18,2023-08-19 18:00:00,2023-08-20 22:01:18,3.0,592.05,962.0,1420.0,128.0
19,2023-08-19 19:00:00,2023-08-20 22:01:18,3.0,569.75,842.0,1542.0,157.0
20,2023-08-19 20:00:00,2023-08-20 22:01:18,3.0,566.44,844.0,1586.0,167.0
21,2023-08-19 21:00:00,2023-08-20 22:01:18,3.0,572.57,871.0,1658.0,140.0
22,2023-08-19 22:00:00,2023-08-20 22:01:18,3.0,574.22,829.0,1657.0,114.0
23,2023-08-19 23:00:00,2023-08-20 22:01:18,3.0,575.07,842.0,1655.0,116.0
