UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_wind_production_forecast
2023-10-06 00:00:00,2024-07-17 00:00:00,3.1,5.333727688698041,286.99916782133954,272.65062123040315,384.5168885167336,0.0009845348873054,1738.61496,943.80986,249.92565
2023-10-06 01:00:00,2024-07-17 00:00:00,3.1,4.432899697854184,283.19539188293345,272.58358030235945,0.0052109712908386,0.0013058111583699,1701.66652,941.40088,294.27674
2023-10-06 02:00:00,2024-07-17 00:00:00,3.1,4.432899697854184,283.19539188293345,272.58358030235945,0.0052109712908386,0.0013058111583699,1701.28219,906.06292,298.87555
2023-10-06 03:00:00,2024-07-17 00:00:00,3.1,4.432899697854184,283.19539188293345,272.58358030235945,0.0052109712908386,0.0013058111583699,1705.45099,866.88343,316.01329
2023-10-06 04:00:00,2024-07-17 00:00:00,3.1,4.016852789640284,281.474429541762,272.3935625029431,0.0025786707603928,0.0030849573980087,1609.41765,806.62345,266.37555
2023-10-06 05:00:00,2024-07-17 00:00:00,3.1,4.016852789640284,281.474429541762,272.3935625029431,0.0025786707603928,0.0030849573980087,1604.6473,745.22744,272.14791
2023-10-06 06:00:00,2024-07-17 00:00:00,3.1,4.016852789640284,281.474429541762,272.3935625029431,0.0025786707603928,0.0030849573980087,1572.17571,669.60702,285.35232
2023-10-06 07:00:00,2024-07-17 00:00:00,3.1,3.458122498080761,279.8003613790638,272.3998332486771,0.0,0.0,1527.9163,620.63263,307.6651
2023-10-06 08:00:00,2024-07-17 00:00:00,3.1,3.458122498080761,279.8003613790638,272.3998332486771,0.0,0.0,1557.41125,570.41351,319.8608
2023-10-06 09:00:00,2024-07-17 00:00:00,3.1,3.458122498080761,279.8003613790638,272.3998332486771,0.0,0.0,1552.29903,577.06008,328.02965
2023-10-06 10:00:00,2024-07-17 00:00:00,3.1,3.0061533917782515,278.45828993012515,272.5729033285712,6.580214913179679e-05,0.0,1588.83348,584.80616,372.0983
2023-10-06 11:00:00,2024-07-17 00:00:00,3.1,3.0061533917782515,278.45828993012515,272.5729033285712,6.580214913179679e-05,0.0,1593.35768,594.32535,420.2673
2023-10-06 12:00:00,2024-07-17 00:00:00,3.1,3.0061533917782515,278.45828993012515,272.5729033285712,6.580214913179679e-05,0.0,1589.50858,632.07176,457.82823
2023-10-06 13:00:00,2024-07-17 00:00:00,3.1,3.891084225188631,284.4811533606274,273.5490745889656,204.67702274240264,0.0,1631.00468,675.26064,471.69459
2023-10-06 14:00:00,2024-07-17 00:00:00,3.1,3.891084225188631,284.4811533606274,273.5490745889656,204.67702274240264,0.0,1653.20578,693.24873,500.26478
2023-10-06 15:00:00,2024-07-17 00:00:00,3.1,3.891084225188631,284.4811533606274,273.5490745889656,204.67702274240264,0.0,1658.29065,745.24332,551.75279
2023-10-06 16:00:00,2024-07-17 00:00:00,3.1,3.9430552800160505,289.09243588288035,272.6210743405572,435.67907140298286,0.0,1635.98835,792.19293,574.75494
2023-10-06 17:00:00,2024-07-17 00:00:00,3.1,3.9430552800160505,289.09243588288035,272.6210743405572,435.67907140298286,0.0,1640.64239,843.89246,602.20342
