,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-09-05 00:00:00,2023-09-08 17:38:55,3.0,457.39,1123.0,1481.0,460.0
1,2023-09-05 01:00:00,2023-09-08 17:38:55,3.0,455.1,1196.0,1210.0,575.0
2,2023-09-05 02:00:00,2023-09-08 17:38:55,3.0,452.38,1245.0,1217.0,625.0
3,2023-09-05 03:00:00,2023-09-08 17:38:55,3.0,468.76,1245.0,1170.0,527.0
4,2023-09-05 04:00:00,2023-09-08 17:38:55,3.0,451.75,1101.0,996.0,571.0
5,2023-09-05 05:00:00,2023-09-08 17:38:55,3.0,439.79,971.0,901.0,564.0
6,2023-09-05 06:00:00,2023-09-08 17:38:55,3.0,441.46,975.0,930.0,553.0
7,2023-09-05 07:00:00,2023-09-08 17:38:55,3.0,436.69,945.0,980.0,550.0
8,2023-09-05 08:00:00,2023-09-08 17:38:55,3.0,437.79,947.0,975.0,546.0
9,2023-09-05 09:00:00,2023-09-08 17:38:55,3.0,441.51,946.0,867.0,542.0
10,2023-09-05 10:00:00,2023-09-08 17:38:55,3.0,437.14,941.0,853.0,564.0
11,2023-09-05 11:00:00,2023-09-08 17:38:55,3.0,438.22,935.0,948.0,539.0
12,2023-09-05 12:00:00,2023-09-08 17:38:55,3.0,439.1,1057.0,988.0,617.0
13,2023-09-05 13:00:00,2023-09-08 17:38:55,3.0,433.13,1087.0,1011.0,673.0
14,2023-09-05 14:00:00,2023-09-08 17:38:55,3.0,449.88,1193.0,909.0,661.0
15,2023-09-05 15:00:00,2023-09-08 17:38:55,3.0,465.62,1288.0,990.0,611.0
16,2023-09-05 16:00:00,2023-09-08 17:38:55,3.0,480.72,1316.0,1179.0,493.0
17,2023-09-05 17:00:00,2023-09-08 17:38:55,3.0,493.8,1354.0,1312.0,401.0
18,2023-09-05 18:00:00,2023-09-08 17:38:55,3.0,487.43,1357.0,1448.0,410.0
19,2023-09-05 19:00:00,2023-09-08 17:38:55,3.0,478.63,1388.0,1520.0,471.0
20,2023-09-05 20:00:00,2023-09-08 17:38:55,3.0,476.76,1390.0,1571.0,474.0
21,2023-09-05 21:00:00,2023-09-08 17:38:55,3.0,471.1,1384.0,1569.0,512.0
22,2023-09-05 22:00:00,2023-09-08 17:38:55,3.0,470.95,1383.0,1534.0,520.0
23,2023-09-05 23:00:00,2023-09-08 17:38:55,3.0,477.14,1380.0,1568.0,466.0
