UTC time,creation_time (UTC),version,coal,nat_gas,wind
2023-08-18 00:00:00,2023-08-20 14:50:47,3.0,665.0,1482.0,104.0
2023-08-18 01:00:00,2023-08-20 14:50:47,3.0,606.0,1479.0,68.0
2023-08-18 02:00:00,2023-08-20 14:50:47,3.0,679.0,1490.0,50.0
2023-08-18 03:00:00,2023-08-20 14:50:47,3.0,658.0,1409.0,50.0
2023-08-18 04:00:00,2023-08-20 14:50:47,3.0,539.0,1265.0,100.0
2023-08-18 05:00:00,2023-08-20 14:50:47,3.0,507.0,1186.0,137.0
2023-08-18 06:00:00,2023-08-20 14:50:47,3.0,569.0,1223.0,132.0
2023-08-18 07:00:00,2023-08-20 14:50:47,3.0,515.0,1112.0,137.0
2023-08-18 08:00:00,2023-08-20 14:50:47,3.0,485.0,1079.0,131.0
2023-08-18 09:00:00,2023-08-20 14:50:47,3.0,482.0,1039.0,147.0
2023-08-18 10:00:00,2023-08-20 14:50:47,3.0,482.0,1000.0,182.0
2023-08-18 11:00:00,2023-08-20 14:50:47,3.0,484.0,971.0,273.0
2023-08-18 12:00:00,2023-08-20 14:50:47,3.0,442.0,973.0,414.0
2023-08-18 13:00:00,2023-08-20 14:50:47,3.0,453.0,1106.0,519.0
2023-08-18 14:00:00,2023-08-20 14:50:47,3.0,463.0,1266.0,397.0
2023-08-18 15:00:00,2023-08-20 14:50:47,3.0,577.0,1360.0,160.0
2023-08-18 16:00:00,2023-08-20 14:50:47,3.0,631.0,1348.0,155.0
2023-08-18 17:00:00,2023-08-20 14:50:47,3.0,601.0,1344.0,163.0
2023-08-18 18:00:00,2023-08-20 14:50:47,3.0,679.0,1414.0,148.0
2023-08-18 19:00:00,2023-08-20 14:50:47,3.0,655.0,1455.0,153.0
2023-08-18 20:00:00,2023-08-20 14:50:47,3.0,664.0,1446.0,180.0
2023-08-18 21:00:00,2023-08-20 14:50:47,3.0,689.0,1479.0,238.0
2023-08-18 22:00:00,2023-08-20 14:50:47,3.0,670.0,1537.0,309.0
2023-08-18 23:00:00,2023-08-20 14:50:47,3.0,693.0,1543.0,285.0
