,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-08-24 00:00:00,2023-08-25 21:23:44,3.0,506.98,1181.0,1704.0,129.0
1,2023-08-24 01:00:00,2023-08-25 21:23:44,3.0,503.43,1192.0,1496.0,211.0
2,2023-08-24 02:00:00,2023-08-25 21:23:44,3.0,504.51,1119.0,1319.0,215.0
3,2023-08-24 03:00:00,2023-08-25 21:23:44,3.0,487.81,1036.0,1226.0,282.0
4,2023-08-24 04:00:00,2023-08-25 21:23:44,3.0,461.53,991.0,1159.0,411.0
5,2023-08-24 05:00:00,2023-08-25 21:23:44,3.0,443.94,980.0,1181.0,501.0
6,2023-08-24 06:00:00,2023-08-25 21:23:44,3.0,426.65,886.0,1267.0,524.0
7,2023-08-24 07:00:00,2023-08-25 21:23:44,3.0,428.83,869.0,1218.0,504.0
8,2023-08-24 08:00:00,2023-08-25 21:23:44,3.0,440.24,909.0,1299.0,453.0
9,2023-08-24 09:00:00,2023-08-25 21:23:44,3.0,442.23,869.0,1264.0,418.0
10,2023-08-24 10:00:00,2023-08-25 21:23:44,3.0,434.37,874.0,1270.0,467.0
11,2023-08-24 11:00:00,2023-08-25 21:23:44,3.0,443.64,965.0,1308.0,471.0
12,2023-08-24 12:00:00,2023-08-25 21:23:44,3.0,454.2,999.0,1314.0,429.0
13,2023-08-24 13:00:00,2023-08-25 21:23:44,3.0,466.41,974.0,1239.0,357.0
14,2023-08-24 14:00:00,2023-08-25 21:23:44,3.0,484.84,982.0,1289.0,252.0
15,2023-08-24 15:00:00,2023-08-25 21:23:44,3.0,510.35,1080.0,1321.0,165.0
16,2023-08-24 16:00:00,2023-08-25 21:23:44,3.0,525.45,1141.0,1414.0,91.0
17,2023-08-24 17:00:00,2023-08-25 21:23:44,3.0,523.07,1170.0,1606.0,60.0
18,2023-08-24 18:00:00,2023-08-25 21:23:44,3.0,523.39,1170.0,1583.0,65.0
19,2023-08-24 19:00:00,2023-08-25 21:23:44,3.0,518.25,1171.0,1574.0,96.0
20,2023-08-24 20:00:00,2023-08-25 21:23:44,3.0,517.68,1172.0,1534.0,111.0
21,2023-08-24 21:00:00,2023-08-25 21:23:44,3.0,517.38,1171.0,1524.0,115.0
22,2023-08-24 22:00:00,2023-08-25 21:23:44,3.0,518.2,1164.0,1567.0,95.0
23,2023-08-24 23:00:00,2023-08-25 21:23:44,3.0,522.16,1166.0,1603.0,64.0
