UTC time,creation_time (UTC),version,coal,nat_gas,wind
2023-08-14 00:00:00,2023-08-21 20:44:56,3.0,950.0,1497.0,54.0
2023-08-14 01:00:00,2023-08-21 20:44:56,3.0,940.0,1480.0,47.0
2023-08-14 02:00:00,2023-08-21 20:44:56,3.0,936.0,1496.0,13.0
2023-08-14 03:00:00,2023-08-21 20:44:56,3.0,946.0,1237.0,16.0
2023-08-14 04:00:00,2023-08-21 20:44:56,3.0,910.0,1103.0,95.0
2023-08-14 05:00:00,2023-08-21 20:44:56,3.0,848.0,1125.0,132.0
2023-08-14 06:00:00,2023-08-21 20:44:56,3.0,805.0,1164.0,178.0
2023-08-14 07:00:00,2023-08-21 20:44:56,3.0,655.0,1046.0,373.0
2023-08-14 08:00:00,2023-08-21 20:44:56,3.0,481.0,1264.0,291.0
2023-08-14 09:00:00,2023-08-21 20:44:56,3.0,477.0,1124.0,240.0
2023-08-14 10:00:00,2023-08-21 20:44:56,3.0,477.0,1061.0,372.0
2023-08-14 11:00:00,2023-08-21 20:44:56,3.0,485.0,1092.0,475.0
2023-08-14 12:00:00,2023-08-21 20:44:56,3.0,645.0,1248.0,363.0
2023-08-14 13:00:00,2023-08-21 20:44:56,3.0,797.0,1308.0,252.0
2023-08-14 14:00:00,2023-08-21 20:44:56,3.0,820.0,1274.0,273.0
2023-08-14 15:00:00,2023-08-21 20:44:56,3.0,868.0,1321.0,338.0
2023-08-14 16:00:00,2023-08-21 20:44:56,3.0,885.0,1236.0,417.0
2023-08-14 17:00:00,2023-08-21 20:44:56,3.0,919.0,1404.0,436.0
2023-08-14 18:00:00,2023-08-21 20:44:56,3.0,880.0,1557.0,442.0
2023-08-14 19:00:00,2023-08-21 20:44:56,3.0,885.0,1631.0,429.0
2023-08-14 20:00:00,2023-08-21 20:44:56,3.0,751.0,1678.0,501.0
2023-08-14 21:00:00,2023-08-21 20:44:56,3.0,906.0,1646.0,505.0
2023-08-14 22:00:00,2023-08-21 20:44:56,3.0,819.0,1691.0,449.0
2023-08-14 23:00:00,2023-08-21 20:44:56,3.0,690.0,1714.0,413.0
