UTC time,creation_time (UTC),version,coal,nat_gas,wind
2023-08-09 00:00:00,2023-08-13 18:01:21,3.0,970.0,1639.0,22.0
2023-08-09 01:00:00,2023-08-13 18:01:21,3.0,971.0,1586.0,13.0
2023-08-09 02:00:00,2023-08-13 18:01:21,3.0,963.0,1535.0,27.0
2023-08-09 03:00:00,2023-08-13 18:01:21,3.0,967.0,1377.0,57.0
2023-08-09 04:00:00,2023-08-13 18:01:21,3.0,866.0,1213.0,79.0
2023-08-09 05:00:00,2023-08-13 18:01:21,3.0,771.0,1163.0,119.0
2023-08-09 06:00:00,2023-08-13 18:01:21,3.0,658.0,1022.0,156.0
2023-08-09 07:00:00,2023-08-13 18:01:21,3.0,619.0,1029.0,199.0
2023-08-09 08:00:00,2023-08-13 18:01:21,3.0,620.0,1043.0,202.0
2023-08-09 09:00:00,2023-08-13 18:01:21,3.0,620.0,1106.0,237.0
2023-08-09 10:00:00,2023-08-13 18:01:21,3.0,620.0,1179.0,217.0
2023-08-09 11:00:00,2023-08-13 18:01:21,3.0,623.0,1207.0,263.0
2023-08-09 12:00:00,2023-08-13 18:01:21,3.0,661.0,1279.0,162.0
2023-08-09 13:00:00,2023-08-13 18:01:21,3.0,737.0,1225.0,120.0
2023-08-09 14:00:00,2023-08-13 18:01:21,3.0,741.0,1167.0,117.0
2023-08-09 15:00:00,2023-08-13 18:01:21,3.0,691.0,1289.0,134.0
2023-08-09 16:00:00,2023-08-13 18:01:21,3.0,696.0,1214.0,78.0
2023-08-09 17:00:00,2023-08-13 18:01:21,3.0,834.0,1147.0,76.0
2023-08-09 18:00:00,2023-08-13 18:01:21,3.0,865.0,1287.0,72.0
2023-08-09 19:00:00,2023-08-13 18:01:21,3.0,949.0,1300.0,45.0
2023-08-09 20:00:00,2023-08-13 18:01:21,3.0,922.0,1351.0,5.0
2023-08-09 21:00:00,2023-08-13 18:01:21,3.0,877.0,1304.0,7.0
2023-08-09 22:00:00,2023-08-13 18:01:21,3.0,821.0,1346.0,9.0
2023-08-09 23:00:00,2023-08-13 18:01:21,3.0,865.0,1392.0,51.0
