UTC time,coal,nat_gas,wind
2023-11-13 00:00:00,2011.0,712.0,109.0
2023-11-13 01:00:00,2046.0,670.0,173.0
2023-11-13 02:00:00,2070.0,671.0,149.0
2023-11-13 03:00:00,2143.0,640.0,85.0
2023-11-13 04:00:00,2026.0,751.0,61.0
2023-11-13 05:00:00,1957.0,756.0,86.0
2023-11-13 06:00:00,1897.0,754.0,150.0
2023-11-13 07:00:00,1951.0,763.0,283.0
2023-11-13 08:00:00,1929.0,827.0,328.0
2023-11-13 09:00:00,2016.0,922.0,243.0
2023-11-13 10:00:00,1996.0,999.0,143.0
2023-11-13 11:00:00,2049.0,1005.0,83.0
2023-11-13 12:00:00,2091.0,1003.0,44.0
2023-11-13 13:00:00,2186.0,1002.0,27.0
2023-11-13 14:00:00,2129.0,997.0,36.0
2023-11-13 15:00:00,2137.0,995.0,70.0
2023-11-13 16:00:00,2180.0,985.0,102.0
2023-11-13 17:00:00,2220.0,978.0,69.0
2023-11-13 18:00:00,2204.0,969.0,81.0
2023-11-13 19:00:00,2218.0,965.0,90.0
2023-11-13 20:00:00,2143.0,955.0,87.0
2023-11-13 21:00:00,2147.0,955.0,101.0
2023-11-13 22:00:00,2085.0,953.0,108.0
2023-11-13 23:00:00,2096.0,956.0,131.0
