UTC time,coal,nat_gas,wind
2023-02-06 00:00:00,2084.0,486.0,31.0
2023-02-06 01:00:00,2104.0,508.0,90.0
2023-02-06 02:00:00,2020.0,519.0,159.0
2023-02-06 03:00:00,1954.0,518.0,294.0
2023-02-06 04:00:00,1791.0,437.0,480.0
2023-02-06 05:00:00,1689.0,442.0,610.0
2023-02-06 06:00:00,1506.0,423.0,721.0
2023-02-06 07:00:00,1330.0,458.0,777.0
2023-02-06 08:00:00,1443.0,444.0,760.0
2023-02-06 09:00:00,1614.0,385.0,732.0
2023-02-06 10:00:00,1683.0,440.0,678.0
2023-02-06 11:00:00,1790.0,460.0,616.0
2023-02-06 12:00:00,1975.0,470.0,653.0
2023-02-06 13:00:00,2116.0,414.0,654.0
2023-02-06 14:00:00,2175.0,458.0,660.0
2023-02-06 15:00:00,2107.0,434.0,684.0
2023-02-06 16:00:00,2082.0,411.0,684.0
2023-02-06 17:00:00,1943.0,404.0,669.0
2023-02-06 18:00:00,1860.0,414.0,669.0
2023-02-06 19:00:00,1850.0,247.0,685.0
2023-02-06 20:00:00,1810.0,302.0,684.0
2023-02-06 21:00:00,1726.0,343.0,683.0
2023-02-06 22:00:00,1722.0,346.0,676.0
2023-02-06 23:00:00,1771.0,357.0,669.0
