UTC time,creation_time (UTC),version,coal,nat_gas,wind
2023-08-10 00:00:00,2023-08-13 18:15:09,3.0,874.0,1400.0,28.0
2023-08-10 01:00:00,2023-08-13 18:15:09,3.0,887.0,1400.0,15.0
2023-08-10 02:00:00,2023-08-13 18:15:09,3.0,930.0,1405.0,13.0
2023-08-10 03:00:00,2023-08-13 18:15:09,3.0,895.0,1363.0,13.0
2023-08-10 04:00:00,2023-08-13 18:15:09,3.0,802.0,1335.0,22.0
2023-08-10 05:00:00,2023-08-13 18:15:09,3.0,915.0,1158.0,39.0
2023-08-10 06:00:00,2023-08-13 18:15:09,3.0,973.0,1143.0,37.0
2023-08-10 07:00:00,2023-08-13 18:15:09,3.0,817.0,1210.0,27.0
2023-08-10 08:00:00,2023-08-13 18:15:09,3.0,736.0,1178.0,16.0
2023-08-10 09:00:00,2023-08-13 18:15:09,3.0,741.0,1191.0,10.0
2023-08-10 10:00:00,2023-08-13 18:15:09,3.0,739.0,1192.0,7.0
2023-08-10 11:00:00,2023-08-13 18:15:09,3.0,738.0,1156.0,6.0
2023-08-10 12:00:00,2023-08-13 18:15:09,3.0,751.0,1145.0,4.0
2023-08-10 13:00:00,2023-08-13 18:15:09,3.0,841.0,1319.0,6.0
2023-08-10 14:00:00,2023-08-13 18:15:09,3.0,909.0,1327.0,0.0
2023-08-10 15:00:00,2023-08-13 18:15:09,3.0,915.0,1361.0,0.0
2023-08-10 16:00:00,2023-08-13 18:15:09,3.0,914.0,1441.0,0.0
2023-08-10 17:00:00,2023-08-13 18:15:09,3.0,964.0,1514.0,1.0
2023-08-10 18:00:00,2023-08-13 18:15:09,3.0,963.0,1495.0,3.0
2023-08-10 19:00:00,2023-08-13 18:15:09,3.0,966.0,1454.0,14.0
2023-08-10 20:00:00,2023-08-13 18:15:09,3.0,968.0,1579.0,29.0
2023-08-10 21:00:00,2023-08-13 18:15:09,3.0,968.0,1653.0,34.0
2023-08-10 22:00:00,2023-08-13 18:15:09,3.0,968.0,1618.0,37.0
2023-08-10 23:00:00,2023-08-13 18:15:09,3.0,971.0,1643.0,55.0
