UTC time,creation_time (UTC),version,coal,nat_gas,wind
2023-08-21 00:00:00,2023-08-23 15:25:34,3.0,1181.0,1739.0,3.0
2023-08-21 01:00:00,2023-08-23 15:25:34,3.0,1181.0,1698.0,10.0
2023-08-21 02:00:00,2023-08-23 15:25:34,3.0,1185.0,1696.0,17.0
2023-08-21 03:00:00,2023-08-23 15:25:34,3.0,1183.0,1539.0,23.0
2023-08-21 04:00:00,2023-08-23 15:25:34,3.0,1188.0,1307.0,18.0
2023-08-21 05:00:00,2023-08-23 15:25:34,3.0,1195.0,1081.0,20.0
2023-08-21 06:00:00,2023-08-23 15:25:34,3.0,1106.0,1136.0,42.0
2023-08-21 07:00:00,2023-08-23 15:25:34,3.0,1006.0,1081.0,103.0
2023-08-21 08:00:00,2023-08-23 15:25:34,3.0,907.0,1137.0,100.0
2023-08-21 09:00:00,2023-08-23 15:25:34,3.0,869.0,1124.0,69.0
2023-08-21 10:00:00,2023-08-23 15:25:34,3.0,865.0,1111.0,49.0
2023-08-21 11:00:00,2023-08-23 15:25:34,3.0,868.0,1120.0,37.0
2023-08-21 12:00:00,2023-08-23 15:25:34,3.0,905.0,1200.0,26.0
2023-08-21 13:00:00,2023-08-23 15:25:34,3.0,977.0,1197.0,19.0
2023-08-21 14:00:00,2023-08-23 15:25:34,3.0,1006.0,1301.0,11.0
2023-08-21 15:00:00,2023-08-23 15:25:34,3.0,1132.0,1355.0,1.0
2023-08-21 16:00:00,2023-08-23 15:25:34,3.0,1073.0,1464.0,0.0
2023-08-21 17:00:00,2023-08-23 15:25:34,3.0,1143.0,1575.0,0.0
2023-08-21 18:00:00,2023-08-23 15:25:34,3.0,1191.0,1681.0,0.0
2023-08-21 19:00:00,2023-08-23 15:25:34,3.0,1193.0,1716.0,0.0
2023-08-21 20:00:00,2023-08-23 15:25:34,3.0,1197.0,1729.0,0.0
2023-08-21 21:00:00,2023-08-23 15:25:34,3.0,1189.0,1662.0,6.0
2023-08-21 22:00:00,2023-08-23 15:25:34,3.0,1195.0,1706.0,26.0
2023-08-21 23:00:00,2023-08-23 15:25:34,3.0,1184.0,1814.0,45.0
