,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-09-05 00:00:00,2023-09-08 17:38:55,3.0,539.04,1123.0,1481.0,460.0
1,2023-09-05 01:00:00,2023-09-08 17:38:55,3.0,530.01,1196.0,1210.0,575.0
2,2023-09-05 02:00:00,2023-09-08 17:38:55,3.0,526.11,1245.0,1217.0,625.0
3,2023-09-05 03:00:00,2023-09-08 17:38:55,3.0,543.85,1245.0,1170.0,527.0
4,2023-09-05 04:00:00,2023-09-08 17:38:55,3.0,523.67,1101.0,996.0,571.0
5,2023-09-05 05:00:00,2023-09-08 17:38:55,3.0,510.64,971.0,901.0,564.0
6,2023-09-05 06:00:00,2023-09-08 17:38:55,3.0,513.13,975.0,930.0,553.0
7,2023-09-05 07:00:00,2023-09-08 17:38:55,3.0,509.56,945.0,980.0,550.0
8,2023-09-05 08:00:00,2023-09-08 17:38:55,3.0,510.65,947.0,975.0,546.0
9,2023-09-05 09:00:00,2023-09-08 17:38:55,3.0,512.32,946.0,867.0,542.0
10,2023-09-05 10:00:00,2023-09-08 17:38:55,3.0,507.12,941.0,853.0,564.0
11,2023-09-05 11:00:00,2023-09-08 17:38:55,3.0,510.8,935.0,948.0,539.0
12,2023-09-05 12:00:00,2023-09-08 17:38:55,3.0,510.01,1057.0,988.0,617.0
13,2023-09-05 13:00:00,2023-09-08 17:38:55,3.0,503.12,1087.0,1011.0,673.0
14,2023-09-05 14:00:00,2023-09-08 17:38:55,3.0,517.89,1193.0,909.0,661.0
15,2023-09-05 15:00:00,2023-09-08 17:38:55,3.0,535.82,1288.0,990.0,611.0
16,2023-09-05 16:00:00,2023-09-08 17:38:55,3.0,556.31,1316.0,1179.0,493.0
17,2023-09-05 17:00:00,2023-09-08 17:38:55,3.0,573.06,1354.0,1312.0,401.0
18,2023-09-05 18:00:00,2023-09-08 17:38:55,3.0,568.2,1357.0,1448.0,410.0
19,2023-09-05 19:00:00,2023-09-08 17:38:55,3.0,558.79,1388.0,1520.0,471.0
20,2023-09-05 20:00:00,2023-09-08 17:38:55,3.0,557.44,1390.0,1571.0,474.0
21,2023-09-05 21:00:00,2023-09-08 17:38:55,3.0,551.03,1384.0,1569.0,512.0
22,2023-09-05 22:00:00,2023-09-08 17:38:55,3.0,550.32,1383.0,1534.0,520.0
23,2023-09-05 23:00:00,2023-09-08 17:38:55,3.0,558.01,1380.0,1568.0,466.0
