,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-09-03 00:00:00,2023-09-06 01:46:43,3.0,555.54,851.0,1523.0,230.0
1,2023-09-03 01:00:00,2023-09-06 01:46:43,3.0,538.28,850.0,1225.0,342.0
2,2023-09-03 02:00:00,2023-09-06 01:46:43,3.0,504.22,818.0,822.0,500.0
3,2023-09-03 03:00:00,2023-09-06 01:46:43,3.0,498.91,753.0,632.0,484.0
4,2023-09-03 04:00:00,2023-09-06 01:46:43,3.0,523.98,845.0,462.0,457.0
5,2023-09-03 05:00:00,2023-09-06 01:46:43,3.0,511.46,817.0,366.0,488.0
6,2023-09-03 06:00:00,2023-09-06 01:46:43,3.0,460.96,664.0,390.0,555.0
7,2023-09-03 07:00:00,2023-09-06 01:46:43,3.0,456.21,642.0,427.0,557.0
8,2023-09-03 08:00:00,2023-09-06 01:46:43,3.0,475.07,679.0,414.0,518.0
9,2023-09-03 09:00:00,2023-09-06 01:46:43,3.0,494.97,688.0,395.0,458.0
10,2023-09-03 10:00:00,2023-09-06 01:46:43,3.0,495.64,685.0,382.0,454.0
11,2023-09-03 11:00:00,2023-09-06 01:46:43,3.0,488.71,669.0,390.0,465.0
12,2023-09-03 12:00:00,2023-09-06 01:46:43,3.0,489.35,669.0,429.0,463.0
13,2023-09-03 13:00:00,2023-09-06 01:46:43,3.0,506.97,718.0,560.0,434.0
14,2023-09-03 14:00:00,2023-09-06 01:46:43,3.0,534.29,842.0,694.0,401.0
15,2023-09-03 15:00:00,2023-09-06 01:46:43,3.0,539.04,820.0,994.0,344.0
16,2023-09-03 16:00:00,2023-09-06 01:46:43,3.0,561.24,857.0,1182.0,250.0
17,2023-09-03 17:00:00,2023-09-06 01:46:43,3.0,568.16,900.0,1246.0,232.0
18,2023-09-03 18:00:00,2023-09-06 01:46:43,3.0,560.61,908.0,1491.0,237.0
19,2023-09-03 19:00:00,2023-09-06 01:46:43,3.0,552.19,858.0,1580.0,243.0
20,2023-09-03 20:00:00,2023-09-06 01:46:43,3.0,541.08,796.0,1503.0,274.0
21,2023-09-03 21:00:00,2023-09-06 01:46:43,3.0,535.58,793.0,1438.0,305.0
22,2023-09-03 22:00:00,2023-09-06 01:46:43,3.0,537.74,857.0,1437.0,329.0
23,2023-09-03 23:00:00,2023-09-06 01:46:43,3.0,550.75,866.0,1475.0,266.0
