UTC time,coal,nat_gas,wind
2023-03-18 00:00:00,1108.0,739.0,412.0
2023-03-18 01:00:00,1312.0,936.0,393.0
2023-03-18 02:00:00,1403.0,944.0,435.0
2023-03-18 03:00:00,1385.0,967.0,499.0
2023-03-18 04:00:00,1366.0,980.0,489.0
2023-03-18 05:00:00,1337.0,972.0,454.0
2023-03-18 06:00:00,1255.0,972.0,433.0
2023-03-18 07:00:00,1135.0,938.0,560.0
2023-03-18 08:00:00,1041.0,979.0,611.0
2023-03-18 09:00:00,1042.0,1047.0,569.0
2023-03-18 10:00:00,1087.0,1092.0,564.0
2023-03-18 11:00:00,1200.0,1169.0,541.0
2023-03-18 12:00:00,1311.0,1187.0,513.0
2023-03-18 13:00:00,1285.0,1232.0,510.0
2023-03-18 14:00:00,1370.0,1225.0,524.0
2023-03-18 15:00:00,1425.0,1132.0,595.0
2023-03-18 16:00:00,1336.0,1135.0,608.0
2023-03-18 17:00:00,1279.0,1159.0,586.0
2023-03-18 18:00:00,1323.0,1160.0,570.0
2023-03-18 19:00:00,1141.0,1135.0,568.0
2023-03-18 20:00:00,966.0,1134.0,561.0
2023-03-18 21:00:00,926.0,1133.0,574.0
2023-03-18 22:00:00,910.0,1016.0,655.0
2023-03-18 23:00:00,935.0,1146.0,650.0
