,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-08-13 00:00:00,2023-08-15 01:14:24,3.0,620.21,944.0,1439.0,2.0
1,2023-08-13 01:00:00,2023-08-15 01:14:24,3.0,617.62,940.0,1234.0,54.0
2,2023-08-13 02:00:00,2023-08-15 01:14:24,3.0,608.09,896.0,1254.0,70.0
3,2023-08-13 03:00:00,2023-08-15 01:14:24,3.0,615.06,904.0,1211.0,56.0
4,2023-08-13 04:00:00,2023-08-15 01:14:24,3.0,617.38,901.0,1219.0,45.0
5,2023-08-13 05:00:00,2023-08-15 01:14:24,3.0,618.98,900.0,1167.0,50.0
6,2023-08-13 06:00:00,2023-08-15 01:14:24,3.0,601.68,866.0,1127.0,107.0
7,2023-08-13 07:00:00,2023-08-15 01:14:24,3.0,559.67,735.0,1187.0,198.0
8,2023-08-13 08:00:00,2023-08-15 01:14:24,3.0,534.3,735.0,1173.0,302.0
9,2023-08-13 09:00:00,2023-08-15 01:14:24,3.0,488.23,636.0,1037.0,446.0
10,2023-08-13 10:00:00,2023-08-15 01:14:24,3.0,477.45,624.0,1068.0,487.0
11,2023-08-13 11:00:00,2023-08-15 01:14:24,3.0,521.0,622.0,1245.0,289.0
12,2023-08-13 12:00:00,2023-08-15 01:14:24,3.0,517.66,624.0,1087.0,313.0
13,2023-08-13 13:00:00,2023-08-15 01:14:24,3.0,511.32,686.0,1109.0,376.0
14,2023-08-13 14:00:00,2023-08-15 01:14:24,3.0,478.98,731.0,1076.0,558.0
15,2023-08-13 15:00:00,2023-08-15 01:14:24,3.0,471.03,734.0,1121.0,603.0
16,2023-08-13 16:00:00,2023-08-15 01:14:24,3.0,508.89,782.0,1256.0,441.0
17,2023-08-13 17:00:00,2023-08-15 01:14:24,3.0,484.72,733.0,1186.0,532.0
18,2023-08-13 18:00:00,2023-08-15 01:14:24,3.0,480.28,736.0,1264.0,559.0
19,2023-08-13 19:00:00,2023-08-15 01:14:24,3.0,508.21,779.0,1324.0,440.0
20,2023-08-13 20:00:00,2023-08-15 01:14:24,3.0,548.73,802.0,1324.0,260.0
21,2023-08-13 21:00:00,2023-08-15 01:14:24,3.0,608.03,909.0,1420.0,42.0
22,2023-08-13 22:00:00,2023-08-15 01:14:24,3.0,618.4,955.0,1438.0,13.0
23,2023-08-13 23:00:00,2023-08-15 01:14:24,3.0,614.62,956.0,1406.0,35.0
