Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
40176,2023-08-02 00:00:00,2024-07-17 00:00:00,3.1,465.41,883.0,1585.0,234.0
40177,2023-08-02 01:00:00,2024-07-17 00:00:00,3.1,441.0,796.0,1570.0,323.0
40178,2023-08-02 02:00:00,2024-07-17 00:00:00,3.1,413.64,772.0,1445.0,494.0
40179,2023-08-02 03:00:00,2024-07-17 00:00:00,3.1,396.16,748.0,1211.0,607.0
40180,2023-08-02 04:00:00,2024-07-17 00:00:00,3.1,391.31,752.0,1167.0,645.0
40181,2023-08-02 05:00:00,2024-07-17 00:00:00,3.1,393.74,747.0,1126.0,627.0
40182,2023-08-02 06:00:00,2024-07-17 00:00:00,3.1,389.68,698.0,1155.0,605.0
40183,2023-08-02 07:00:00,2024-07-17 00:00:00,3.1,422.48,707.0,1198.0,416.0
40184,2023-08-02 08:00:00,2024-07-17 00:00:00,3.1,393.94,639.0,1000.0,533.0
40185,2023-08-02 09:00:00,2024-07-17 00:00:00,3.1,372.13,594.0,1065.0,613.0
40186,2023-08-02 10:00:00,2024-07-17 00:00:00,3.1,371.34,595.0,1033.0,619.0
40187,2023-08-02 11:00:00,2024-07-17 00:00:00,3.1,376.87,639.0,1184.0,628.0
40188,2023-08-02 12:00:00,2024-07-17 00:00:00,3.1,388.24,714.0,1036.0,635.0
40189,2023-08-02 13:00:00,2024-07-17 00:00:00,3.1,389.74,751.0,1253.0,650.0
40190,2023-08-02 14:00:00,2024-07-17 00:00:00,3.1,396.22,774.0,1324.0,623.0
40191,2023-08-02 15:00:00,2024-07-17 00:00:00,3.1,432.96,820.0,1316.0,428.0
40192,2023-08-02 16:00:00,2024-07-17 00:00:00,3.1,432.53,750.0,1306.0,379.0
40193,2023-08-02 17:00:00,2024-07-17 00:00:00,3.1,406.75,747.0,1303.0,531.0
40194,2023-08-02 18:00:00,2024-07-17 00:00:00,3.1,413.51,848.0,1355.0,568.0
40195,2023-08-02 19:00:00,2024-07-17 00:00:00,3.1,426.61,851.0,1515.0,464.0
40196,2023-08-02 20:00:00,2024-07-17 00:00:00,3.1,460.06,941.0,1484.0,323.0
40197,2023-08-02 21:00:00,2024-07-17 00:00:00,3.1,488.96,965.0,1541.0,160.0
40198,2023-08-02 22:00:00,2024-07-17 00:00:00,3.1,503.82,969.0,1486.0,98.0
40199,2023-08-02 23:00:00,2024-07-17 00:00:00,3.1,489.79,967.0,1474.0,173.0
