Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
40608,2023-08-20 00:00:00,2024-07-17 00:00:00,3.1,581.94,924.0,1635.0,122.0
40609,2023-08-20 01:00:00,2024-07-17 00:00:00,3.1,570.29,929.0,1496.0,200.0
40610,2023-08-20 02:00:00,2024-07-17 00:00:00,3.1,538.7,854.0,1368.0,329.0
40611,2023-08-20 03:00:00,2024-07-17 00:00:00,3.1,524.71,842.0,1258.0,399.0
40612,2023-08-20 04:00:00,2024-07-17 00:00:00,3.1,544.37,857.0,1166.0,324.0
40613,2023-08-20 05:00:00,2024-07-17 00:00:00,3.1,561.69,873.0,1110.0,265.0
40614,2023-08-20 06:00:00,2024-07-17 00:00:00,3.1,570.96,874.0,1146.0,223.0
40615,2023-08-20 07:00:00,2024-07-17 00:00:00,3.1,581.81,901.0,1181.0,186.0
40616,2023-08-20 08:00:00,2024-07-17 00:00:00,3.1,587.93,892.0,1177.0,159.0
40617,2023-08-20 09:00:00,2024-07-17 00:00:00,3.1,596.11,887.0,1061.0,147.0
40618,2023-08-20 10:00:00,2024-07-17 00:00:00,3.1,608.66,869.0,1039.0,101.0
40619,2023-08-20 11:00:00,2024-07-17 00:00:00,3.1,604.5,838.0,1033.0,105.0
40620,2023-08-20 12:00:00,2024-07-17 00:00:00,3.1,603.08,820.0,997.0,110.0
40621,2023-08-20 13:00:00,2024-07-17 00:00:00,3.1,593.85,804.0,1156.0,106.0
40622,2023-08-20 14:00:00,2024-07-17 00:00:00,3.1,605.21,857.0,1216.0,74.0
40623,2023-08-20 15:00:00,2024-07-17 00:00:00,3.1,601.82,873.0,1212.0,93.0
40624,2023-08-20 16:00:00,2024-07-17 00:00:00,3.1,587.47,900.0,1189.0,162.0
40625,2023-08-20 17:00:00,2024-07-17 00:00:00,3.1,591.94,966.0,1312.0,149.0
40626,2023-08-20 18:00:00,2024-07-17 00:00:00,3.1,606.04,1047.0,1392.0,105.0
40627,2023-08-20 19:00:00,2024-07-17 00:00:00,3.1,609.19,1035.0,1424.0,81.0
40628,2023-08-20 20:00:00,2024-07-17 00:00:00,3.1,609.71,1015.0,1448.0,67.0
40629,2023-08-20 21:00:00,2024-07-17 00:00:00,3.1,623.0,1128.0,1519.0,33.0
40630,2023-08-20 22:00:00,2024-07-17 00:00:00,3.1,627.36,1190.0,1633.0,8.0
40631,2023-08-20 23:00:00,2024-07-17 00:00:00,3.1,630.14,1178.0,1596.0,0.0
