UTC time,coal,nat_gas,wind
2023-07-18 00:00:00,801.0,1362.0,90.0
2023-07-18 01:00:00,769.0,1174.0,137.0
2023-07-18 02:00:00,690.0,1162.0,188.0
2023-07-18 03:00:00,645.0,1257.0,196.0
2023-07-18 04:00:00,648.0,1145.0,270.0
2023-07-18 05:00:00,649.0,1058.0,352.0
2023-07-18 06:00:00,645.0,1108.0,339.0
2023-07-18 07:00:00,647.0,1086.0,419.0
2023-07-18 08:00:00,648.0,1172.0,325.0
2023-07-18 09:00:00,646.0,1178.0,276.0
2023-07-18 10:00:00,644.0,1220.0,186.0
2023-07-18 11:00:00,648.0,1189.0,161.0
2023-07-18 12:00:00,645.0,1057.0,394.0
2023-07-18 13:00:00,649.0,1119.0,627.0
2023-07-18 14:00:00,845.0,1341.0,276.0
2023-07-18 15:00:00,877.0,1352.0,194.0
2023-07-18 16:00:00,834.0,1306.0,283.0
2023-07-18 17:00:00,808.0,1273.0,524.0
2023-07-18 18:00:00,904.0,1381.0,344.0
2023-07-18 19:00:00,868.0,1349.0,179.0
2023-07-18 20:00:00,932.0,1364.0,149.0
2023-07-18 21:00:00,894.0,1408.0,140.0
2023-07-18 22:00:00,912.0,1466.0,144.0
2023-07-18 23:00:00,866.0,1521.0,143.0
