Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
39336,2023-06-28 00:00:00,2024-07-17 00:00:00,3.1,571.92,1005.0,1407.0,239.0
39337,2023-06-28 01:00:00,2024-07-17 00:00:00,3.1,598.0,999.0,1347.0,130.0
39338,2023-06-28 02:00:00,2024-07-17 00:00:00,3.1,590.71,860.0,1227.0,127.0
39339,2023-06-28 03:00:00,2024-07-17 00:00:00,3.1,579.19,805.0,1288.0,139.0
39340,2023-06-28 04:00:00,2024-07-17 00:00:00,3.1,513.26,739.0,1108.0,400.0
39341,2023-06-28 05:00:00,2024-07-17 00:00:00,3.1,441.0,546.0,1095.0,606.0
39342,2023-06-28 06:00:00,2024-07-17 00:00:00,3.1,457.98,503.0,1153.0,490.0
39343,2023-06-28 07:00:00,2024-07-17 00:00:00,3.1,493.72,563.0,1237.0,371.0
39344,2023-06-28 08:00:00,2024-07-17 00:00:00,3.1,483.44,527.0,1049.0,390.0
39345,2023-06-28 09:00:00,2024-07-17 00:00:00,3.1,413.03,446.0,1016.0,646.0
39346,2023-06-28 10:00:00,2024-07-17 00:00:00,3.1,416.42,447.0,1080.0,641.0
39347,2023-06-28 11:00:00,2024-07-17 00:00:00,3.1,431.99,454.0,1187.0,582.0
39348,2023-06-28 12:00:00,2024-07-17 00:00:00,3.1,504.88,564.0,1290.0,321.0
39349,2023-06-28 13:00:00,2024-07-17 00:00:00,3.1,558.44,798.0,1314.0,217.0
39350,2023-06-28 14:00:00,2024-07-17 00:00:00,3.1,519.73,765.0,1241.0,379.0
39351,2023-06-28 15:00:00,2024-07-17 00:00:00,3.1,483.87,751.0,1248.0,550.0
39352,2023-06-28 16:00:00,2024-07-17 00:00:00,3.1,514.13,920.0,1341.0,495.0
39353,2023-06-28 17:00:00,2024-07-17 00:00:00,3.1,537.98,926.0,1324.0,375.0
39354,2023-06-28 18:00:00,2024-07-17 00:00:00,3.1,490.49,795.0,1277.0,545.0
39355,2023-06-28 19:00:00,2024-07-17 00:00:00,3.1,509.93,916.0,1384.0,514.0
39356,2023-06-28 20:00:00,2024-07-17 00:00:00,3.1,535.87,943.0,1447.0,384.0
39357,2023-06-28 21:00:00,2024-07-17 00:00:00,3.1,553.43,956.0,1452.0,300.0
39358,2023-06-28 22:00:00,2024-07-17 00:00:00,3.1,578.72,1000.0,1459.0,197.0
39359,2023-06-28 23:00:00,2024-07-17 00:00:00,3.1,591.64,1002.0,1423.0,145.0
