Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
38640,2023-05-30 00:00:00,2024-07-17 00:00:00,3.1,504.36,1030.0,1299.0,176.0
38641,2023-05-30 01:00:00,2024-07-17 00:00:00,3.1,490.6,908.0,1353.0,166.0
38642,2023-05-30 02:00:00,2024-07-17 00:00:00,3.1,469.77,796.0,1341.0,207.0
38643,2023-05-30 03:00:00,2024-07-17 00:00:00,3.1,496.86,1021.0,1213.0,231.0
38644,2023-05-30 04:00:00,2024-07-17 00:00:00,3.1,510.61,1028.0,919.0,249.0
38645,2023-05-30 05:00:00,2024-07-17 00:00:00,3.1,493.23,805.0,770.0,243.0
38646,2023-05-30 06:00:00,2024-07-17 00:00:00,3.1,480.54,511.0,805.0,112.0
38647,2023-05-30 07:00:00,2024-07-17 00:00:00,3.1,481.43,441.0,800.0,70.0
38648,2023-05-30 08:00:00,2024-07-17 00:00:00,3.1,467.74,430.0,678.0,127.0
38649,2023-05-30 09:00:00,2024-07-17 00:00:00,3.1,457.84,446.0,669.0,166.0
38650,2023-05-30 10:00:00,2024-07-17 00:00:00,3.1,458.91,455.0,746.0,154.0
38651,2023-05-30 11:00:00,2024-07-17 00:00:00,3.1,453.79,454.0,901.0,140.0
38652,2023-05-30 12:00:00,2024-07-17 00:00:00,3.1,433.27,486.0,736.0,259.0
38653,2023-05-30 13:00:00,2024-07-17 00:00:00,3.1,457.59,613.0,800.0,252.0
38654,2023-05-30 14:00:00,2024-07-17 00:00:00,3.1,486.53,729.0,951.0,182.0
38655,2023-05-30 15:00:00,2024-07-17 00:00:00,3.1,488.5,749.0,1106.0,148.0
38656,2023-05-30 16:00:00,2024-07-17 00:00:00,3.1,503.56,891.0,1232.0,127.0
38657,2023-05-30 17:00:00,2024-07-17 00:00:00,3.1,494.03,883.0,1296.0,150.0
38658,2023-05-30 18:00:00,2024-07-17 00:00:00,3.1,466.55,854.0,1344.0,259.0
38659,2023-05-30 19:00:00,2024-07-17 00:00:00,3.1,480.34,969.0,1385.0,246.0
38660,2023-05-30 20:00:00,2024-07-17 00:00:00,3.1,475.75,1001.0,1539.0,256.0
38661,2023-05-30 21:00:00,2024-07-17 00:00:00,3.1,461.66,910.0,1587.0,273.0
38662,2023-05-30 22:00:00,2024-07-17 00:00:00,3.1,439.15,833.0,1636.0,351.0
38663,2023-05-30 23:00:00,2024-07-17 00:00:00,3.1,498.13,987.0,1679.0,87.0
