,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-08-07 00:00:00,2023-08-08 18:44:47,3.0,516.35,830.0,1606.0,415.0
1,2023-08-07 01:00:00,2023-08-08 18:44:47,3.0,513.2,845.0,1520.0,446.0
2,2023-08-07 02:00:00,2023-08-08 18:44:47,3.0,507.49,871.0,1454.0,497.0
3,2023-08-07 03:00:00,2023-08-08 18:44:47,3.0,503.83,842.0,1361.0,502.0
4,2023-08-07 04:00:00,2023-08-08 18:44:47,3.0,478.64,748.0,1317.0,578.0
5,2023-08-07 05:00:00,2023-08-08 18:44:47,3.0,463.82,668.0,1238.0,597.0
6,2023-08-07 06:00:00,2023-08-08 18:44:47,3.0,461.88,624.0,1209.0,571.0
7,2023-08-07 07:00:00,2023-08-08 18:44:47,3.0,468.77,621.0,1090.0,527.0
8,2023-08-07 08:00:00,2023-08-08 18:44:47,3.0,472.05,618.0,1120.0,510.0
9,2023-08-07 09:00:00,2023-08-08 18:44:47,3.0,497.48,623.0,1172.0,395.0
10,2023-08-07 10:00:00,2023-08-08 18:44:47,3.0,537.65,621.0,1171.0,227.0
11,2023-08-07 11:00:00,2023-08-08 18:44:47,3.0,559.84,635.0,1273.0,139.0
12,2023-08-07 12:00:00,2023-08-08 18:44:47,3.0,572.47,714.0,1183.0,141.0
13,2023-08-07 13:00:00,2023-08-08 18:44:47,3.0,590.9,742.0,1225.0,80.0
14,2023-08-07 14:00:00,2023-08-08 18:44:47,3.0,602.9,739.0,1159.0,50.0
15,2023-08-07 15:00:00,2023-08-08 18:44:47,3.0,616.35,773.0,1107.0,29.0
16,2023-08-07 16:00:00,2023-08-08 18:44:47,3.0,607.41,754.0,1355.0,2.0
17,2023-08-07 17:00:00,2023-08-08 18:44:47,3.0,609.95,812.0,1412.0,2.0
18,2023-08-07 18:00:00,2023-08-08 18:44:47,3.0,606.31,836.0,1449.0,17.0
19,2023-08-07 19:00:00,2023-08-08 18:44:47,3.0,586.9,800.0,1645.0,47.0
20,2023-08-07 20:00:00,2023-08-08 18:44:47,3.0,588.62,825.0,1631.0,52.0
21,2023-08-07 21:00:00,2023-08-08 18:44:47,3.0,590.35,860.0,1662.0,53.0
22,2023-08-07 22:00:00,2023-08-08 18:44:47,3.0,592.05,907.0,1707.0,56.0
23,2023-08-07 23:00:00,2023-08-08 18:44:47,3.0,595.04,954.0,1715.0,59.0
