UTC time,coal,nat_gas,wind
2023-07-27 00:00:00,995.0,1831.0,126.0
2023-07-27 01:00:00,993.0,1662.0,116.0
2023-07-27 02:00:00,993.0,1600.0,116.0
2023-07-27 03:00:00,976.0,1413.0,111.0
2023-07-27 04:00:00,843.0,1366.0,116.0
2023-07-27 05:00:00,891.0,1326.0,120.0
2023-07-27 06:00:00,877.0,1321.0,99.0
2023-07-27 07:00:00,840.0,1327.0,88.0
2023-07-27 08:00:00,846.0,1330.0,94.0
2023-07-27 09:00:00,813.0,1331.0,102.0
2023-07-27 10:00:00,851.0,1331.0,128.0
2023-07-27 11:00:00,823.0,1328.0,196.0
2023-07-27 12:00:00,773.0,1204.0,316.0
2023-07-27 13:00:00,792.0,1252.0,308.0
2023-07-27 14:00:00,868.0,1324.0,182.0
2023-07-27 15:00:00,840.0,1326.0,185.0
2023-07-27 16:00:00,789.0,1436.0,264.0
2023-07-27 17:00:00,864.0,1478.0,220.0
2023-07-27 18:00:00,976.0,1591.0,109.0
2023-07-27 19:00:00,932.0,1638.0,175.0
2023-07-27 20:00:00,978.0,1758.0,130.0
2023-07-27 21:00:00,974.0,1654.0,161.0
2023-07-27 22:00:00,976.0,1749.0,145.0
2023-07-27 23:00:00,980.0,1782.0,194.0
