UTC time,coal,nat_gas,wind
2023-10-20 00:00:00,1616.0,903.0,73.0
2023-10-20 01:00:00,1614.0,888.0,39.0
2023-10-20 02:00:00,1612.0,801.0,31.0
2023-10-20 03:00:00,1614.0,853.0,14.0
2023-10-20 04:00:00,1612.0,780.0,31.0
2023-10-20 05:00:00,1538.0,792.0,82.0
2023-10-20 06:00:00,1210.0,808.0,106.0
2023-10-20 07:00:00,1081.0,737.0,133.0
2023-10-20 08:00:00,1018.0,706.0,206.0
2023-10-20 09:00:00,983.0,758.0,220.0
2023-10-20 10:00:00,1047.0,750.0,246.0
2023-10-20 11:00:00,1116.0,853.0,259.0
2023-10-20 12:00:00,1467.0,898.0,202.0
2023-10-20 13:00:00,1642.0,852.0,221.0
2023-10-20 14:00:00,1636.0,907.0,214.0
2023-10-20 15:00:00,1636.0,886.0,95.0
2023-10-20 16:00:00,1638.0,903.0,16.0
2023-10-20 17:00:00,1636.0,888.0,20.0
2023-10-20 18:00:00,1626.0,901.0,34.0
2023-10-20 19:00:00,1635.0,884.0,30.0
2023-10-20 20:00:00,1644.0,897.0,18.0
2023-10-20 21:00:00,1631.0,894.0,25.0
2023-10-20 22:00:00,1616.0,999.0,16.0
2023-10-20 23:00:00,1624.0,1008.0,20.0
