UTC time,creation_time (UTC),version,coal,nat_gas,wind
2023-08-19 00:00:00,2023-08-20 22:01:18,3.0,616.0,1490.0,264.0
2023-08-19 01:00:00,2023-08-20 22:01:18,3.0,500.0,1394.0,368.0
2023-08-19 02:00:00,2023-08-20 22:01:18,3.0,575.0,1317.0,435.0
2023-08-19 03:00:00,2023-08-20 22:01:18,3.0,506.0,1209.0,437.0
2023-08-19 04:00:00,2023-08-20 22:01:18,3.0,474.0,1192.0,428.0
2023-08-19 05:00:00,2023-08-20 22:01:18,3.0,518.0,1146.0,492.0
2023-08-19 06:00:00,2023-08-20 22:01:18,3.0,577.0,1063.0,483.0
2023-08-19 07:00:00,2023-08-20 22:01:18,3.0,484.0,1236.0,465.0
2023-08-19 08:00:00,2023-08-20 22:01:18,3.0,450.0,1190.0,453.0
2023-08-19 09:00:00,2023-08-20 22:01:18,3.0,458.0,1097.0,437.0
2023-08-19 10:00:00,2023-08-20 22:01:18,3.0,470.0,1149.0,444.0
2023-08-19 11:00:00,2023-08-20 22:01:18,3.0,470.0,1079.0,463.0
2023-08-19 12:00:00,2023-08-20 22:01:18,3.0,473.0,1092.0,426.0
2023-08-19 13:00:00,2023-08-20 22:01:18,3.0,476.0,1201.0,391.0
2023-08-19 14:00:00,2023-08-20 22:01:18,3.0,514.0,1162.0,358.0
2023-08-19 15:00:00,2023-08-20 22:01:18,3.0,738.0,1251.0,266.0
2023-08-19 16:00:00,2023-08-20 22:01:18,3.0,910.0,1341.0,167.0
2023-08-19 17:00:00,2023-08-20 22:01:18,3.0,988.0,1415.0,115.0
2023-08-19 18:00:00,2023-08-20 22:01:18,3.0,962.0,1420.0,128.0
2023-08-19 19:00:00,2023-08-20 22:01:18,3.0,842.0,1542.0,157.0
2023-08-19 20:00:00,2023-08-20 22:01:18,3.0,844.0,1586.0,167.0
2023-08-19 21:00:00,2023-08-20 22:01:18,3.0,871.0,1658.0,140.0
2023-08-19 22:00:00,2023-08-20 22:01:18,3.0,829.0,1657.0,114.0
2023-08-19 23:00:00,2023-08-20 22:01:18,3.0,842.0,1655.0,116.0
