datetime,param,level,latitude,longitude,3 hr fcst,6 hr fcst,9 hr fcst,12 hr fcst,15 hr fcst,18 hr fcst,21 hr fcst,24 hr fcst,27 hr fcst,30 hr fcst,33 hr fcst,36 hr fcst,39 hr fcst,42 hr fcst,45 hr fcst,48 hr fcst,51 hr fcst,54 hr fcst,57 hr fcst,60 hr fcst,63 hr fcst,66 hr fcst,69 hr fcst,72 hr fcst,75 hr fcst,78 hr fcst,81 hr fcst,84 hr fcst,87 hr fcst,90 hr fcst,93 hr fcst,96 hr fcst
2023-06-27 00:00:00,UGRD,10 m above ground,25.25,-104.5,5.257281636773499,5.007918002479163,4.455673582875338,3.7822748453109662,4.817547454842414,5.448886442984072,6.513392492474946,6.92027393249983,6.317065956555149,6.033063670414336,4.913474672197294,4.351015036336692,6.047693809447513,6.41111053309503,6.705703581073567,7.123151683599108,6.59105314829891,6.343319664747906,5.377175534030087,4.397791832837526,5.8070721723016945,6.0326933071206845,6.791595637350156,7.093879340976609,6.090543352104187,5.752242890917775,4.857300888445847,4.161430570982894,5.519719496493677,5.6042315500492155,6.317350560424384,7.058360978409572
